,year,state,district,chloride,sdp,intercept,gini,region
10646,2016,himachalpradesh,sirmaur,,88112.0,1,0.35,northern_region
10647,2017,himachalpradesh,sirmaur,,93525.0,1,0.35,northern_region
10648,2018,himachalpradesh,sirmaur,41.818127,99218.0,1,0.35,northern_region
10649,2000,rajasthan,sirohi,888.06665,174261.4982756208,1,0.29,northern_region
10650,2001,rajasthan,sirohi,288.38461,194105.2216453936,1,0.29,northern_region
10651,2002,rajasthan,sirohi,533.0625,170786.6612538214,1,0.29,northern_region
10652,2003,rajasthan,sirohi,,225128.6442802708,1,0.29,northern_region
10653,2004,rajasthan,sirohi,176.5,219623.783673409,1,0.29,northern_region
10654,2005,rajasthan,sirohi,205.0,234376.38095379013,1,0.29,northern_region
10655,2006,rajasthan,sirohi,,261962.91892931657,1,0.29,northern_region
10656,2007,rajasthan,sirohi,386.0625,273897.97681369574,1,0.29,northern_region
10657,2008,rajasthan,sirohi,356.61905,296931.6051077934,1,0.29,northern_region
10658,2009,rajasthan,sirohi,316.90909,314236.5616057293,1,0.29,northern_region
10659,2010,rajasthan,sirohi,505.0,361436.6835150852,1,0.29,northern_region
10660,2011,rajasthan,sirohi,336.53333,395331.0,1,0.29,northern_region
10661,2012,rajasthan,sirohi,345.70587,409802.0,1,0.29,northern_region
10662,2013,rajasthan,sirohi,283.11111,434292.0,1,0.29,northern_region
10663,2014,rajasthan,sirohi,352.52942,465408.0,1,0.29,northern_region
10664,2015,rajasthan,sirohi,296.90909,501922.0,1,0.29,northern_region
10665,2016,rajasthan,sirohi,277.07144,529650.0,1,0.29,northern_region
10666,2017,rajasthan,sirohi,226.33333,557618.0,1,0.29,northern_region
10667,2018,rajasthan,sirohi,334.92856,568102.0,1,0.29,northern_region
10668,2000,haryana,sirsa,389.97223,108122.61080440917,1,0.31,northern_region
10669,2001,haryana,sirsa,,116473.59577669726,1,0.31,northern_region
10670,2002,haryana,sirsa,,123614.0477018113,1,0.31,northern_region
10671,2003,haryana,sirsa,,135774.40240296876,1,0.31,northern_region
10672,2004,haryana,sirsa,251.90909,147481.865369694,1,0.31,northern_region
10673,2005,haryana,sirsa,219.13333,160804.87167161863,1,0.31,northern_region
10674,2006,haryana,sirsa,244.60606,179088.29885884066,1,0.31,northern_region
10675,2007,haryana,sirsa,187.88889,193107.4745746674,1,0.31,northern_region
10676,2008,haryana,sirsa,229.26923,207975.053310876,1,0.31,northern_region
10677,2009,haryana,sirsa,250.11935,233960.81678999265,1,0.31,northern_region
10678,2010,haryana,sirsa,287.13333,249822.19019322115,1,0.31,northern_region
10679,2011,haryana,sirsa,90.209999,271152.0,1,0.31,northern_region
10680,2012,haryana,sirsa,550.29999,289756.0,1,0.31,northern_region
10681,2013,haryana,sirsa,509.88947,314931.0,1,0.31,northern_region
10682,2014,haryana,sirsa,373.56,333359.0,1,0.31,northern_region
10683,2015,haryana,sirsa,,372700.0,1,0.31,northern_region
10684,2016,haryana,sirsa,490.37839,412055.0,1,0.31,northern_region
10685,2017,haryana,sirsa,638.72729,434407.0,1,0.31,northern_region
10686,2018,haryana,sirsa,267.32257,470328.0,1,0.31,northern_region
10687,2000,bihar,sitamarhi,,110615.1637047949,1,0.21,eastern_region
10688,2001,bihar,sitamarhi,105.33334,104271.73783034184,1,0.21,eastern_region
10689,2002,bihar,sitamarhi,,117457.4875518244,1,0.21,eastern_region
10690,2003,bihar,sitamarhi,,109883.30924089148,1,0.21,eastern_region
10691,2004,bihar,sitamarhi,98.333336,123786.48249318644,1,0.21,eastern_region
10692,2005,bihar,sitamarhi,,120702.7141776237,1,0.21,eastern_region
10693,2006,bihar,sitamarhi,,141592.2454273824,1,0.21,eastern_region
10694,2007,bihar,sitamarhi,30.0,148922.3697701531,1,0.21,eastern_region
10695,2008,bihar,sitamarhi,,171625.46728329768,1,0.21,eastern_region
10696,2009,bihar,sitamarhi,77.275002,179835.9122150076,1,0.21,eastern_region
10697,2010,bihar,sitamarhi,81.5,207295.21074574773,1,0.21,eastern_region
10698,2011,bihar,sitamarhi,38.105,228497.0,1,0.21,eastern_region
10699,2012,bihar,sitamarhi,24.75,236933.0,1,0.21,eastern_region
10700,2013,bihar,sitamarhi,42.566666,246915.0,1,0.21,eastern_region
10701,2014,bihar,sitamarhi,,255739.0,1,0.21,eastern_region
10702,2015,bihar,sitamarhi,,269200.0,1,0.21,eastern_region
10703,2016,bihar,sitamarhi,35.459999,289265.0,1,0.21,eastern_region
10704,2017,bihar,sitamarhi,,312605.0,1,0.21,eastern_region
10705,2018,bihar,sitamarhi,,345545.0,1,0.21,eastern_region
10706,2000,uttarpradesh,sitapur,95.25,351083.83971582167,1,0.26,central_region
10707,2001,uttarpradesh,sitapur,42.090908,357470.77254969825,1,0.26,central_region
10708,2002,uttarpradesh,sitapur,13.55,369037.9006500751,1,0.26,central_region
10709,2003,uttarpradesh,sitapur,,388468.5695531362,1,0.26,central_region
10710,2004,uttarpradesh,sitapur,,407921.1791392405,1,0.26,central_region
10711,2005,uttarpradesh,sitapur,,431731.25103797467,1,0.26,central_region
10712,2006,uttarpradesh,sitapur,,466022.3453164557,1,0.26,central_region
10713,2007,uttarpradesh,sitapur,,495890.4340253165,1,0.26,central_region
10714,2008,uttarpradesh,sitapur,,533571.6164050633,1,0.26,central_region
10715,2009,uttarpradesh,sitapur,,566760.9320506329,1,0.26,central_region
10716,2010,uttarpradesh,sitapur,,612018.6082025316,1,0.26,central_region
10717,2011,uttarpradesh,sitapur,,645132.0,1,0.26,central_region
10718,2012,uttarpradesh,sitapur,,673552.0,1,0.26,central_region
10719,2013,uttarpradesh,sitapur,,707469.0,1,0.26,central_region
10720,2014,uttarpradesh,sitapur,,729686.0,1,0.26,central_region
10721,2015,uttarpradesh,sitapur,,792049.0,1,0.26,central_region
10722,2016,uttarpradesh,sitapur,57.477779,888453.0,1,0.26,central_region
10723,2017,uttarpradesh,sitapur,,922458.0,1,0.26,central_region
10724,2018,uttarpradesh,sitapur,39.715199,949184.0,1,0.26,central_region
10725,2000,tamilnadu,sivaganga,406.88235,288498.3205747694,1,0.27,southern_region
10726,2001,tamilnadu,sivaganga,599.89471,282908.6927283517,1,0.27,southern_region
10727,2002,tamilnadu,sivaganga,539.05884,284324.36644762417,1,0.27,southern_region
10728,2003,tamilnadu,sivaganga,,302043.121385615,1,0.27,southern_region
10729,2004,tamilnadu,sivaganga,280.0,337921.3167903381,1,0.27,southern_region
10730,2005,tamilnadu,sivaganga,406.39999,386683.4090471607,1,0.27,southern_region
10731,2006,tamilnadu,sivaganga,383.54544,447233.3527585457,1,0.27,southern_region
10732,2007,tamilnadu,sivaganga,782.66669,475248.4774441926,1,0.27,southern_region
10733,2008,tamilnadu,sivaganga,,500384.2601757273,1,0.27,southern_region
10734,2009,tamilnadu,sivaganga,336.45456,552763.8529603527,1,0.27,southern_region
10735,2010,tamilnadu,sivaganga,612.5,628152.0055419293,1,0.27,southern_region
10736,2011,tamilnadu,sivaganga,413.14285,674478.0,1,0.27,southern_region
10737,2012,tamilnadu,sivaganga,372.0,709343.0,1,0.27,southern_region
10738,2013,tamilnadu,sivaganga,276.54544,750416.0,1,0.27,southern_region
10739,2014,tamilnadu,sivaganga,468.63333,791915.0,1,0.27,southern_region
10740,2015,tamilnadu,sivaganga,,862437.0,1,0.27,southern_region
10741,2016,tamilnadu,sivaganga,450.75,922084.0,1,0.27,southern_region
10742,2017,tamilnadu,sivaganga,493.87357,1000308.0,1,0.27,southern_region
10743,2018,tamilnadu,sivaganga,341.63297,1071602.0,1,0.27,southern_region
10744,2000,assam,sivasagar,,76319.67589577519,1,0.23,north_eastern_region
10745,2001,assam,sivasagar,,78289.23092102491,1,0.23,north_eastern_region
10746,2002,assam,sivasagar,,83032.90536200421,1,0.23,north_eastern_region
10747,2003,assam,sivasagar,,88141.65670849023,1,0.23,north_eastern_region
10748,2004,assam,sivasagar,,91169.23716052705,1,0.23,north_eastern_region
10749,2005,assam,sivasagar,,93915.07735054224,1,0.23,north_eastern_region
10750,2006,assam,sivasagar,,98156.54055749752,1,0.23,north_eastern_region
10751,2007,assam,sivasagar,,102351.6278569508,1,0.23,north_eastern_region
10752,2008,assam,sivasagar,,108448.12736398671,1,0.23,north_eastern_region
10753,2009,assam,sivasagar,,118440.20310119208,1,0.23,north_eastern_region
10754,2010,assam,sivasagar,,124268.10881061218,1,0.23,north_eastern_region
10755,2011,assam,sivasagar,,129354.0,1,0.23,north_eastern_region
10756,2012,assam,sivasagar,,132518.0,1,0.23,north_eastern_region
10757,2013,assam,sivasagar,,138725.0,1,0.23,north_eastern_region
10758,2014,assam,sivasagar,64.0,146425.0,1,0.23,north_eastern_region
10759,2015,assam,sivasagar,57.650002,167629.0,1,0.23,north_eastern_region
10760,2016,assam,sivasagar,35.383839,179632.0,1,0.23,north_eastern_region
10761,2017,assam,sivasagar,,195262.0,1,0.23,north_eastern_region
10762,2018,assam,sivasagar,,204627.0,1,0.23,north_eastern_region
10763,2000,bihar,siwan,,110615.1637047949,1,0.19,eastern_region
10764,2001,bihar,siwan,168.5,104271.73783034184,1,0.19,eastern_region
10765,2002,bihar,siwan,,117457.4875518244,1,0.19,eastern_region
10766,2003,bihar,siwan,,109883.30924089148,1,0.19,eastern_region
10767,2004,bihar,siwan,,123786.48249318644,1,0.19,eastern_region
10768,2005,bihar,siwan,,120702.7141776237,1,0.19,eastern_region
10769,2006,bihar,siwan,,141592.2454273824,1,0.19,eastern_region
10770,2007,bihar,siwan,123.03333,148922.3697701531,1,0.19,eastern_region
10771,2008,bihar,siwan,61.166668,171625.46728329768,1,0.19,eastern_region
10772,2009,bihar,siwan,183.39999,179835.9122150076,1,0.19,eastern_region
10773,2010,bihar,siwan,93.171425,207295.21074574773,1,0.19,eastern_region
10774,2011,bihar,siwan,150.19,228497.0,1,0.19,eastern_region
10775,2012,bihar,siwan,87.557144,236933.0,1,0.19,eastern_region
10776,2013,bihar,siwan,75.0,246915.0,1,0.19,eastern_region
10777,2014,bihar,siwan,,255739.0,1,0.19,eastern_region
10778,2015,bihar,siwan,,269200.0,1,0.19,eastern_region
10779,2016,bihar,siwan,39.596001,289265.0,1,0.19,eastern_region
10780,2017,bihar,siwan,,312605.0,1,0.19,eastern_region
10781,2018,bihar,siwan,,345545.0,1,0.19,eastern_region
10782,2000,himachalpradesh,solan,45.75,29338.86606780729,1,0.32,northern_region
10783,2001,himachalpradesh,solan,36.400002,30834.347402586183,1,0.32,northern_region
10784,2002,himachalpradesh,solan,46.084614,32336.465488850783,1,0.32,northern_region
10785,2003,himachalpradesh,solan,49.68182,34502.258723685896,1,0.32,northern_region
10786,2004,himachalpradesh,solan,47.416668,37776.38945663378,1,0.32,northern_region
10787,2005,himachalpradesh,solan,96.099998,41021.14045059638,1,0.32,northern_region
10788,2006,himachalpradesh,solan,58.090908,44248.06314239435,1,0.32,northern_region
10789,2007,himachalpradesh,solan,50.111111,46998.9701663967,1,0.32,northern_region
10790,2008,himachalpradesh,solan,73.800003,49293.472654984536,1,0.32,northern_region
10791,2009,himachalpradesh,solan,35.220001,51967.717979678986,1,0.32,northern_region
10792,2010,himachalpradesh,solan,55.166668,56319.60653806508,1,0.32,northern_region
10793,2011,himachalpradesh,solan,56.81818,60536.0,1,0.32,northern_region
10794,2012,himachalpradesh,solan,39.454544,64519.0,1,0.32,northern_region
10795,2013,himachalpradesh,solan,,69398.0,1,0.32,northern_region
10796,2014,himachalpradesh,solan,48.285713,74553.0,1,0.32,northern_region
10797,2015,himachalpradesh,solan,43.599998,80563.0,1,0.32,northern_region
10798,2016,himachalpradesh,solan,7.0999999,88112.0,1,0.32,northern_region
10799,2017,himachalpradesh,solan,35.0,93525.0,1,0.32,northern_region
10800,2018,himachalpradesh,solan,45.285713,99218.0,1,0.32,northern_region
10801,2000,maharashtra,solapur,174.14583,462182.04589375335,1,0.28,western_region
10802,2001,maharashtra,solapur,172.8125,478508.99779191246,1,0.28,western_region
10803,2002,maharashtra,solapur,176.26666,511507.574365965,1,0.28,western_region
10804,2003,maharashtra,solapur,,551013.221724762,1,0.28,western_region
10805,2004,maharashtra,solapur,306.85715,599028.1154943785,1,0.28,western_region
10806,2005,maharashtra,solapur,198.92772,685815.41856348,1,0.28,western_region
10807,2006,maharashtra,solapur,194.4762,780279.5182740722,1,0.28,western_region
10808,2007,maharashtra,solapur,178.375,871096.2491881064,1,0.28,western_region
10809,2008,maharashtra,solapur,195.48572,884779.143581586,1,0.28,western_region
10810,2009,maharashtra,solapur,189.93549,970264.8556553776,1,0.28,western_region
10811,2010,maharashtra,solapur,,1080814.2888602451,1,0.28,western_region
10812,2011,maharashtra,solapur,,1126595.0,1,0.28,western_region
10813,2012,maharashtra,solapur,,1189711.0,1,0.28,western_region
10814,2013,maharashtra,solapur,151.0,1267551.0,1,0.28,western_region
10815,2014,maharashtra,solapur,120.7,1345341.0,1,0.28,western_region
10816,2015,maharashtra,solapur,249.40909,1452513.0,1,0.28,western_region
10817,2016,maharashtra,solapur,253.92857,1596121.0,1,0.28,western_region
10818,2017,maharashtra,solapur,195.11589,1661065.0,1,0.28,western_region
10819,2018,maharashtra,solapur,200.58792,1728578.0,1,0.28,western_region
10820,2000,uttarpradesh,sonbhadra,51.18182,351083.83971582167,1,0.27,central_region
10821,2001,uttarpradesh,sonbhadra,,357470.77254969825,1,0.27,central_region
10822,2002,uttarpradesh,sonbhadra,49.5,369037.9006500751,1,0.27,central_region
10823,2003,uttarpradesh,sonbhadra,,388468.5695531362,1,0.27,central_region
10824,2004,uttarpradesh,sonbhadra,37.18182,407921.1791392405,1,0.27,central_region
10825,2005,uttarpradesh,sonbhadra,,431731.25103797467,1,0.27,central_region
10826,2006,uttarpradesh,sonbhadra,,466022.3453164557,1,0.27,central_region
10827,2007,uttarpradesh,sonbhadra,,495890.4340253165,1,0.27,central_region
10828,2008,uttarpradesh,sonbhadra,,533571.6164050633,1,0.27,central_region
10829,2009,uttarpradesh,sonbhadra,,566760.9320506329,1,0.27,central_region
10830,2010,uttarpradesh,sonbhadra,,612018.6082025316,1,0.27,central_region
10831,2011,uttarpradesh,sonbhadra,,645132.0,1,0.27,central_region
10832,2012,uttarpradesh,sonbhadra,,673552.0,1,0.27,central_region
10833,2013,uttarpradesh,sonbhadra,,707469.0,1,0.27,central_region
10834,2014,uttarpradesh,sonbhadra,,729686.0,1,0.27,central_region
10835,2015,uttarpradesh,sonbhadra,,792049.0,1,0.27,central_region
10836,2016,uttarpradesh,sonbhadra,39.166668,888453.0,1,0.27,central_region
10837,2017,uttarpradesh,sonbhadra,,922458.0,1,0.27,central_region
10838,2018,uttarpradesh,sonbhadra,106.35001,949184.0,1,0.27,central_region
10839,2000,odisha,sonepur,36.333332,98181.20095221567,1,0.23,eastern_region
10840,2001,odisha,sonepur,,104158.31573762312,1,0.23,eastern_region
10841,2002,odisha,sonepur,25.1695,103409.86331502158,1,0.23,eastern_region
10842,2003,odisha,sonepur,,118510.2192096142,1,0.23,eastern_region
10843,2004,odisha,sonepur,26.6,133986.11438993324,1,0.23,eastern_region
10844,2005,odisha,sonepur,,139933.87047902113,1,0.23,eastern_region
10845,2006,odisha,sonepur,,157355.39593546148,1,0.23,eastern_region
10846,2007,odisha,sonepur,,170849.19512100978,1,0.23,eastern_region
10847,2008,odisha,sonepur,65.0,183688.7017215425,1,0.23,eastern_region
10848,2009,odisha,sonepur,46.0,185166.7723202224,1,0.23,eastern_region
10849,2010,odisha,sonepur,,196839.58852819703,1,0.23,eastern_region
10850,2011,odisha,sonepur,,204226.0,1,0.23,eastern_region
10851,2012,odisha,sonepur,104.13333,216301.0,1,0.23,eastern_region
10852,2013,odisha,sonepur,47.333332,233122.0,1,0.23,eastern_region
10853,2014,odisha,sonepur,56.720001,235931.0,1,0.23,eastern_region
10854,2015,odisha,sonepur,85.0,253192.0,1,0.23,eastern_region
10855,2016,odisha,sonepur,1.5666667,293348.0,1,0.23,eastern_region
10856,2017,odisha,sonepur,84.0,316192.0,1,0.23,eastern_region
10857,2018,odisha,sonepur,52.099998,338339.0,1,0.23,eastern_region
10858,2000,haryana,sonipat,389.0,108122.61080440917,1,0.24,northern_region
10859,2001,haryana,sonipat,543.66669,116473.59577669726,1,0.24,northern_region
10860,2002,haryana,sonipat,530.12,123614.0477018113,1,0.24,northern_region
10861,2003,haryana,sonipat,22.0,135774.40240296876,1,0.24,northern_region
10862,2004,haryana,sonipat,809.0,147481.865369694,1,0.24,northern_region
10863,2005,haryana,sonipat,600.25,160804.87167161863,1,0.24,northern_region
10864,2006,haryana,sonipat,386.85715,179088.29885884066,1,0.24,northern_region
10865,2007,haryana,sonipat,389.57895,193107.4745746674,1,0.24,northern_region
10866,2008,haryana,sonipat,336.57144,207975.053310876,1,0.24,northern_region
10867,2009,haryana,sonipat,335.0,233960.81678999265,1,0.24,northern_region
10868,2010,haryana,sonipat,485.42856,249822.19019322115,1,0.24,northern_region
10869,2011,haryana,sonipat,380.26923,271152.0,1,0.24,northern_region
10870,2012,haryana,sonipat,532.08905,289756.0,1,0.24,northern_region
10871,2013,haryana,sonipat,288.91904,314931.0,1,0.24,northern_region
10872,2014,haryana,sonipat,261.72693,333359.0,1,0.24,northern_region
10873,2015,haryana,sonipat,325.10001,372700.0,1,0.24,northern_region
10874,2016,haryana,sonipat,251.94205,412055.0,1,0.24,northern_region
10875,2017,haryana,sonipat,247.36111,434407.0,1,0.24,northern_region
10876,2018,haryana,sonipat,369.81082,470328.0,1,0.24,northern_region
10877,2000,assam,sonitpur,,76319.67589577519,1,0.19,north_eastern_region
10878,2001,assam,sonitpur,,78289.23092102491,1,0.19,north_eastern_region
10879,2002,assam,sonitpur,,83032.90536200421,1,0.19,north_eastern_region
10880,2003,assam,sonitpur,,88141.65670849023,1,0.19,north_eastern_region
10881,2004,assam,sonitpur,,91169.23716052705,1,0.19,north_eastern_region
10882,2005,assam,sonitpur,,93915.07735054224,1,0.19,north_eastern_region
10883,2006,assam,sonitpur,,98156.54055749752,1,0.19,north_eastern_region
10884,2007,assam,sonitpur,,102351.6278569508,1,0.19,north_eastern_region
10885,2008,assam,sonitpur,,108448.12736398671,1,0.19,north_eastern_region
10886,2009,assam,sonitpur,,118440.20310119208,1,0.19,north_eastern_region
10887,2010,assam,sonitpur,,124268.10881061218,1,0.19,north_eastern_region
10888,2011,assam,sonitpur,,129354.0,1,0.19,north_eastern_region
10889,2012,assam,sonitpur,,132518.0,1,0.19,north_eastern_region
10890,2013,assam,sonitpur,,138725.0,1,0.19,north_eastern_region
10891,2014,assam,sonitpur,68.711113,146425.0,1,0.19,north_eastern_region
10892,2015,assam,sonitpur,53.627274,167629.0,1,0.19,north_eastern_region
10893,2016,assam,sonitpur,27.855316,179632.0,1,0.19,north_eastern_region
10894,2017,assam,sonitpur,52.358463,195262.0,1,0.19,north_eastern_region
10895,2018,assam,sonitpur,38.108749,204627.0,1,0.19,north_eastern_region
10896,2000,andamanandnicobarislands,southandaman,,1247.872291134466,1,0.33,eastern_region
10897,2001,andamanandnicobarislands,southandaman,,1276.165338308159,1,0.33,eastern_region
10898,2002,andamanandnicobarislands,southandaman,,1411.6741431926894,1,0.33,eastern_region
10899,2003,andamanandnicobarislands,southandaman,,1560.5849177910743,1,0.33,eastern_region
10900,2004,andamanandnicobarislands,southandaman,70.269234,1620.1492276304284,1,0.33,eastern_region
10901,2005,andamanandnicobarislands,southandaman,195.03572,1706.4645875837948,1,0.33,eastern_region
10902,2006,andamanandnicobarislands,southandaman,,2013.032935004372,1,0.33,eastern_region
10903,2007,andamanandnicobarislands,southandaman,313.61539,2220.3882250072866,1,0.33,eastern_region
10904,2008,andamanandnicobarislands,southandaman,,2558.704750801516,1,0.33,eastern_region
10905,2009,andamanandnicobarislands,southandaman,40.735294,2888.092101428155,1,0.33,eastern_region
10906,2010,andamanandnicobarislands,southandaman,83.5,3139.101136694841,1,0.33,eastern_region
10907,2011,andamanandnicobarislands,southandaman,47.121212,3404.0,1,0.33,eastern_region
10908,2012,andamanandnicobarislands,southandaman,51.342857,3558.0,1,0.33,eastern_region
10909,2013,andamanandnicobarislands,southandaman,45.815254,3811.0,1,0.33,eastern_region
10910,2014,andamanandnicobarislands,southandaman,,4151.0,1,0.33,eastern_region
10911,2015,andamanandnicobarislands,southandaman,,4483.0,1,0.33,eastern_region
10912,2016,andamanandnicobarislands,southandaman,86.65625,5091.0,1,0.33,eastern_region
10913,2017,andamanandnicobarislands,southandaman,,5750.0,1,0.33,eastern_region
10914,2018,andamanandnicobarislands,southandaman,55.435909,6108.0,1,0.33,eastern_region
10915,2000,meghalaya,southgarohills,,8197.752282332447,1,0.18,north_eastern_region
10916,2001,meghalaya,southgarohills,,8746.345290121497,1,0.18,north_eastern_region
10917,2002,meghalaya,southgarohills,,9005.070376764368,1,0.18,north_eastern_region
10918,2003,meghalaya,southgarohills,,9565.641397823922,1,0.18,north_eastern_region
10919,2004,meghalaya,southgarohills,,10229.223333009804,1,0.18,north_eastern_region
10920,2005,meghalaya,southgarohills,,11028.873531980977,1,0.18,north_eastern_region
10921,2006,meghalaya,southgarohills,,11860.019800058237,1,0.18,north_eastern_region
10922,2007,meghalaya,southgarohills,,12232.72328448025,1,0.18,north_eastern_region
10923,2008,meghalaya,southgarohills,,13804.02717655052,1,0.18,north_eastern_region
10924,2009,meghalaya,southgarohills,,14691.166456371931,1,0.18,north_eastern_region
10925,2010,meghalaya,southgarohills,,16143.485198485878,1,0.18,north_eastern_region
10926,2011,meghalaya,southgarohills,,18028.0,1,0.18,north_eastern_region
10927,2012,meghalaya,southgarohills,,18323.0,1,0.18,north_eastern_region
10928,2013,meghalaya,southgarohills,,18397.0,1,0.18,north_eastern_region
10929,2014,meghalaya,southgarohills,,17893.0,1,0.18,north_eastern_region
10930,2015,meghalaya,southgarohills,,18330.0,1,0.18,north_eastern_region
10931,2016,meghalaya,southgarohills,,19295.0,1,0.18,north_eastern_region
10932,2017,meghalaya,southgarohills,,19964.0,1,0.18,north_eastern_region
10933,2018,meghalaya,southgarohills,,20968.0,1,0.18,north_eastern_region
10934,2000,goa,southgoa,28.076923,13778.514128181148,1,0.23,western_region
10935,2001,goa,southgoa,12.6625,14312.76708756778,1,0.23,western_region
10936,2002,goa,southgoa,24.714285,15183.208494568442,1,0.23,western_region
10937,2003,goa,southgoa,,16223.047181374624,1,0.23,western_region
10938,2004,goa,southgoa,,17958.717771381933,1,0.23,western_region
10939,2005,goa,southgoa,,19455.95790197173,1,0.23,western_region
10940,2006,goa,southgoa,18.0,21364.65333562438,1,0.23,western_region
10941,2007,goa,southgoa,27.833334,22295.3260449332,1,0.23,western_region
10942,2008,goa,southgoa,102.71429,24047.276601228576,1,0.23,western_region
10943,2009,goa,southgoa,,26318.44456376992,1,0.23,western_region
10944,2010,goa,southgoa,,31500.82207139482,1,0.23,western_region
10945,2011,goa,southgoa,48.857143,38009.0,1,0.23,western_region
10946,2012,goa,southgoa,23.416666,32453.0,1,0.23,western_region
10947,2013,goa,southgoa,24.464285,27971.0,1,0.23,western_region
10948,2014,goa,southgoa,23.6875,36042.0,1,0.23,western_region
10949,2015,goa,southgoa,21.0,41929.0,1,0.23,western_region
10950,2016,goa,southgoa,14.0,46371.0,1,0.23,western_region
10951,2017,goa,southgoa,66.324997,47077.0,1,0.23,western_region
10952,2018,goa,southgoa,12.214063,47425.0,1,0.23,western_region
10953,2000,tripura,southtripura,,7102.207810635482,1,0.24,north_eastern_region
10954,2001,tripura,southtripura,,8075.8256666351135,1,0.24,north_eastern_region
10955,2002,tripura,southtripura,,8615.403195990635,1,0.24,north_eastern_region
10956,2003,tripura,southtripura,,9120.792617425555,1,0.24,north_eastern_region
10957,2004,tripura,southtripura,,9868.471673254282,1,0.24,north_eastern_region
10958,2005,tripura,southtripura,,10518.31717634006,1,0.24,north_eastern_region
10959,2006,tripura,southtripura,,11424.235628597184,1,0.24,north_eastern_region
10960,2007,tripura,southtripura,,12177.959780875111,1,0.24,north_eastern_region
10961,2008,tripura,southtripura,,13463.156091810555,1,0.24,north_eastern_region
10962,2009,tripura,southtripura,,14841.36003051106,1,0.24,north_eastern_region
10963,2010,tripura,southtripura,,15962.283128770545,1,0.24,north_eastern_region
10964,2011,tripura,southtripura,,17419.0,1,0.24,north_eastern_region
10965,2012,tripura,southtripura,,18857.0,1,0.24,north_eastern_region
10966,2013,tripura,southtripura,,20623.0,1,0.24,north_eastern_region
10967,2014,tripura,southtripura,20.138571,24407.0,1,0.24,north_eastern_region
10968,2015,tripura,southtripura,116.0,23745.0,1,0.24,north_eastern_region
10969,2016,tripura,southtripura,30.576447,27204.0,1,0.24,north_eastern_region
10970,2017,tripura,southtripura,39.388889,29505.0,1,0.24,north_eastern_region
10971,2018,tripura,southtripura,41.282097,32703.0,1,0.24,north_eastern_region
10972,2000,delhi,southwest,516.625,126216.14739672391,1,0.34,northern_region
10973,2001,delhi,southwest,103.0,131069.97558233612,1,0.34,northern_region
10974,2002,delhi,southwest,724.27271,141114.6703899209,1,0.34,northern_region
10975,2003,delhi,southwest,2864.0,148804.8431632136,1,0.34,northern_region
10976,2004,delhi,southwest,383.66666,164909.1092949392,1,0.34,northern_region
10977,2005,delhi,southwest,524.77777,181895.0069720344,1,0.34,northern_region
10978,2006,delhi,southwest,846.08331,204478.45088035768,1,0.34,northern_region
10979,2007,delhi,southwest,810.875,227528.5020639436,1,0.34,northern_region
10980,2008,delhi,southwest,773.71429,255869.67082037605,1,0.34,northern_region
10981,2009,delhi,southwest,1047.0,276907.04286141146,1,0.34,northern_region
10982,2010,delhi,southwest,897.71429,299873.5225927115,1,0.34,northern_region
10983,2000,delhi,south,118.0,126216.14739672391,1,0.34,northern_region
10984,2001,delhi,south,,131069.97558233612,1,0.34,northern_region
10985,2002,delhi,south,114.8,141114.6703899209,1,0.34,northern_region
10986,2003,delhi,south,,148804.8431632136,1,0.34,northern_region
10987,2004,delhi,south,38.0,164909.1092949392,1,0.34,northern_region
10988,2005,delhi,south,78.285713,181895.0069720344,1,0.34,northern_region
10989,2006,delhi,south,111.77778,204478.45088035768,1,0.34,northern_region
10990,2007,delhi,south,247.0,227528.5020639436,1,0.34,northern_region
10991,2008,delhi,south,311.60001,255869.67082037605,1,0.34,northern_region
10992,2009,delhi,south,223.0,276907.04286141146,1,0.34,northern_region
10993,2010,delhi,south,156.5,299873.5225927115,1,0.34,northern_region
10994,2000,andhrapradesh,sripottisriramulunellore,204.6875,171093.79798343318,1,0.27,southern_region
10995,2001,andhrapradesh,sripottisriramulunellore,272.21054,178851.96877309735,1,0.27,southern_region
10996,2002,andhrapradesh,sripottisriramulunellore,338.70969,182923.1418611468,1,0.27,southern_region
10997,2003,andhrapradesh,sripottisriramulunellore,,200843.63400364132,1,0.27,southern_region
10998,2004,andhrapradesh,sripottisriramulunellore,319.36365,215455.8737901584,1,0.27,southern_region
10999,2005,andhrapradesh,sripottisriramulunellore,324.07407,227457.9878258872,1,0.27,southern_region
11000,2006,andhrapradesh,sripottisriramulunellore,310.67648,251348.62002359648,1,0.27,southern_region
11001,2007,andhrapradesh,sripottisriramulunellore,324.96875,282693.9814360441,1,0.27,southern_region
11002,2008,andhrapradesh,sripottisriramulunellore,256.70587,289919.74396775843,1,0.27,southern_region
11003,2009,andhrapradesh,sripottisriramulunellore,324.21875,309550.5308999029,1,0.27,southern_region
11004,2010,andhrapradesh,sripottisriramulunellore,355.46875,330210.7804378922,1,0.27,southern_region
11005,2011,andhrapradesh,sripottisriramulunellore,416.02942,339996.0,1,0.27,southern_region
11006,2012,andhrapradesh,sripottisriramulunellore,225.0,341335.0,1,0.27,southern_region
11007,2013,andhrapradesh,sripottisriramulunellore,219.49025,360239.0,1,0.27,southern_region
