,year,state,district,chloride,sdp,intercept,gini
7450,2018,madhyapradesh,mandsaur,180.42857,482361.0,1,0.21
7451,2000,karnataka,mandya,,276258.6426431352,1,0.26
7452,2001,karnataka,mandya,198.5,281266.3155456815,1,0.26
7453,2002,karnataka,mandya,197.22223,296352.99111225107,1,0.26
7454,2003,karnataka,mandya,,302124.54632196546,1,0.26
7455,2004,karnataka,mandya,168.91304,332758.6518626028,1,0.26
7456,2005,karnataka,mandya,,366994.563425254,1,0.26
7457,2006,karnataka,mandya,241.19048,405152.5474600871,1,0.26
7458,2007,karnataka,mandya,,455994.0619254959,1,0.26
7459,2008,karnataka,mandya,,488433.38238993706,1,0.26
7460,2009,karnataka,mandya,,488554.19922593125,1,0.26
7461,2010,karnataka,mandya,217.82608,538791.629511369,1,0.26
7462,2011,karnataka,mandya,,554952.0,1,0.26
7463,2012,karnataka,mandya,132.71428,593192.0,1,0.26
7464,2013,karnataka,mandya,142.75555,646787.0,1,0.26
7465,2014,karnataka,mandya,161.78947,671283.0,1,0.26
7466,2015,karnataka,mandya,,749952.0,1,0.26
7467,2016,karnataka,mandya,154.09787,851394.0,1,0.26
7468,2017,karnataka,mandya,132.11111,915642.0,1,0.26
7469,2018,karnataka,mandya,145.71111,974815.0,1,0.26
7470,2000,punjab,mansa,250.4375,130870.00549422811,1,0.26
7471,2001,punjab,mansa,270.0,132574.969948761,1,0.26
7472,2002,punjab,mansa,208.75,134833.06381928446,1,0.26
7473,2003,punjab,mansa,,143252.23215855728,1,0.26
7474,2004,punjab,mansa,190.4375,150374.55025659368,1,0.26
7475,2005,punjab,mansa,220.0,157747.6323300751,1,0.26
7476,2006,punjab,mansa,154.91251,174760.55643236218,1,0.26
7477,2007,punjab,mansa,225.52942,189894.4098783096,1,0.26
7478,2008,punjab,mansa,261.3125,200421.3967894764,1,0.26
7479,2009,punjab,mansa,161.78334,213223.87539693547,1,0.26
7480,2010,punjab,mansa,266.29999,226995.577251856,1,0.26
7481,2011,punjab,mansa,254.2,239227.0,1,0.26
7482,2012,punjab,mansa,233.0,251813.0,1,0.26
7483,2013,punjab,mansa,175.11111,267515.0,1,0.26
7484,2014,punjab,mansa,230.72728,278485.0,1,0.26
7485,2015,punjab,mansa,145.0,294895.0,1,0.26
7486,2016,punjab,mansa,222.22223,315783.0,1,0.26
7487,2017,punjab,mansa,158.72728,335057.0,1,0.26
7488,2018,punjab,mansa,253.27272,353942.0,1,0.26
7489,2000,uttarpradesh,mathura,915.22223,351083.83971582167,1,0.23
7490,2001,uttarpradesh,mathura,,357470.77254969825,1,0.23
7491,2002,uttarpradesh,mathura,357.0,369037.9006500751,1,0.23
7492,2003,uttarpradesh,mathura,,388468.5695531362,1,0.23
7493,2004,uttarpradesh,mathura,343.20001,407921.1791392405,1,0.23
7494,2005,uttarpradesh,mathura,,431731.25103797467,1,0.23
7495,2006,uttarpradesh,mathura,,466022.3453164557,1,0.23
7496,2007,uttarpradesh,mathura,,495890.4340253165,1,0.23
7497,2008,uttarpradesh,mathura,,533571.6164050633,1,0.23
7498,2009,uttarpradesh,mathura,,566760.9320506329,1,0.23
7499,2010,uttarpradesh,mathura,,612018.6082025316,1,0.23
7500,2011,uttarpradesh,mathura,,645132.0,1,0.23
7501,2012,uttarpradesh,mathura,,673552.0,1,0.23
7502,2013,uttarpradesh,mathura,,707469.0,1,0.23
7503,2014,uttarpradesh,mathura,,729686.0,1,0.23
7504,2015,uttarpradesh,mathura,,792049.0,1,0.23
7505,2016,uttarpradesh,mathura,754.78857,888453.0,1,0.23
7506,2017,uttarpradesh,mathura,,922458.0,1,0.23
7507,2018,uttarpradesh,mathura,988.54858,949184.0,1,0.23
7508,2000,uttarpradesh,mau,,351083.83971582167,1,0.28
7509,2001,uttarpradesh,mau,94.333336,357470.77254969825,1,0.28
7510,2002,uttarpradesh,mau,33.0,369037.9006500751,1,0.28
7511,2003,uttarpradesh,mau,,388468.5695531362,1,0.28
7512,2004,uttarpradesh,mau,67.262497,407921.1791392405,1,0.28
7513,2005,uttarpradesh,mau,,431731.25103797467,1,0.28
7514,2006,uttarpradesh,mau,,466022.3453164557,1,0.28
7515,2007,uttarpradesh,mau,,495890.4340253165,1,0.28
7516,2008,uttarpradesh,mau,,533571.6164050633,1,0.28
7517,2009,uttarpradesh,mau,,566760.9320506329,1,0.28
7518,2010,uttarpradesh,mau,,612018.6082025316,1,0.28
7519,2011,uttarpradesh,mau,,645132.0,1,0.28
7520,2012,uttarpradesh,mau,,673552.0,1,0.28
7521,2013,uttarpradesh,mau,,707469.0,1,0.28
7522,2014,uttarpradesh,mau,,729686.0,1,0.28
7523,2015,uttarpradesh,mau,,792049.0,1,0.28
7524,2016,uttarpradesh,mau,43.5,888453.0,1,0.28
7525,2017,uttarpradesh,mau,,922458.0,1,0.28
7526,2018,uttarpradesh,mau,55.025002,949184.0,1,0.28
7527,2000,odisha,mayurbhanj,55.589363,98181.20095221567,1,0.25
7528,2001,odisha,mayurbhanj,,104158.31573762312,1,0.25
7529,2002,odisha,mayurbhanj,57.243176,103409.86331502158,1,0.25
7530,2003,odisha,mayurbhanj,,118510.2192096142,1,0.25
7531,2004,odisha,mayurbhanj,50.869999,133986.11438993324,1,0.25
7532,2005,odisha,mayurbhanj,,139933.87047902113,1,0.25
7533,2006,odisha,mayurbhanj,,157355.39593546148,1,0.25
7534,2007,odisha,mayurbhanj,,170849.19512100978,1,0.25
7535,2008,odisha,mayurbhanj,61.223331,183688.7017215425,1,0.25
7536,2009,odisha,mayurbhanj,56.57143,185166.7723202224,1,0.25
7537,2010,odisha,mayurbhanj,,196839.58852819703,1,0.25
7538,2011,odisha,mayurbhanj,,204226.0,1,0.25
7539,2012,odisha,mayurbhanj,48.071877,216301.0,1,0.25
7540,2013,odisha,mayurbhanj,48.765957,233122.0,1,0.25
7541,2014,odisha,mayurbhanj,48.597824,235931.0,1,0.25
7542,2015,odisha,mayurbhanj,49.057144,253192.0,1,0.25
7543,2016,odisha,mayurbhanj,55.736065,293348.0,1,0.25
7544,2017,odisha,mayurbhanj,65.862503,316192.0,1,0.25
7545,2018,odisha,mayurbhanj,53.60294,338339.0,1,0.25
7546,2000,telangana,medak,94.0,,1,0.23
7547,2001,telangana,medak,113.0,,1,0.23
7548,2002,telangana,medak,88.5,,1,0.23
7549,2003,telangana,medak,,,1,0.23
7550,2004,telangana,medak,145.0,161790.06689829516,1,0.23
7551,2005,telangana,medak,608.0,187774.5444577278,1,0.23
7552,2006,telangana,medak,451.0,208477.0974396334,1,0.23
7553,2007,telangana,medak,440.66666,229691.84931694492,1,0.23
7554,2008,telangana,medak,445.33334,260994.6924820364,1,0.23
7555,2009,telangana,medak,452.66666,261701.24352747787,1,0.23
7556,2010,telangana,medak,521.33331,307973.2512484278,1,0.23
7557,2011,telangana,medak,553.0,325139.0,1,0.23
7558,2012,telangana,medak,338.5,334205.0,1,0.23
7559,2013,telangana,medak,349.25,349593.0,1,0.23
7560,2014,telangana,medak,353.33334,372897.0,1,0.23
7561,2015,telangana,medak,262.875,416892.0,1,0.23
7562,2016,telangana,medak,285.33334,455731.0,1,0.23
7563,2017,telangana,medak,158.77777,498145.0,1,0.23
7564,2018,telangana,medak,256.0,544441.0,1,0.23
7565,2000,telangana,medchalmalkajgiri,193.0,,1,0.32
7566,2001,telangana,medchalmalkajgiri,123.0,,1,0.32
7567,2002,telangana,medchalmalkajgiri,284.0,,1,0.32
7568,2003,telangana,medchalmalkajgiri,,,1,0.32
7569,2004,telangana,medchalmalkajgiri,64.0,161790.06689829516,1,0.32
7570,2005,telangana,medchalmalkajgiri,,187774.5444577278,1,0.32
7571,2006,telangana,medchalmalkajgiri,115.5,208477.0974396334,1,0.32
7572,2007,telangana,medchalmalkajgiri,,229691.84931694492,1,0.32
7573,2008,telangana,medchalmalkajgiri,108.0,260994.6924820364,1,0.32
7574,2009,telangana,medchalmalkajgiri,57.0,261701.24352747787,1,0.32
7575,2010,telangana,medchalmalkajgiri,184.0,307973.2512484278,1,0.32
7576,2011,telangana,medchalmalkajgiri,134.8,325139.0,1,0.32
7577,2012,telangana,medchalmalkajgiri,98.400002,334205.0,1,0.32
7578,2013,telangana,medchalmalkajgiri,163.14285,349593.0,1,0.32
7579,2014,telangana,medchalmalkajgiri,223.33333,372897.0,1,0.32
7580,2015,telangana,medchalmalkajgiri,144.83333,416892.0,1,0.32
7581,2016,telangana,medchalmalkajgiri,126.33334,455731.0,1,0.32
7582,2017,telangana,medchalmalkajgiri,166.14285,498145.0,1,0.32
7583,2018,telangana,medchalmalkajgiri,179.28572,544441.0,1,0.32
7584,2000,westbengal,medinipureast,91.25,247972.31111561856,1,0.32
7585,2001,westbengal,medinipureast,64.14286,265880.32837131777,1,0.32
7586,2002,westbengal,medinipureast,164.64285,275199.53359278664,1,0.32
7587,2003,westbengal,medinipureast,,291369.5209867059,1,0.32
7588,2004,westbengal,medinipureast,108.78947,310686.6999675226,1,0.32
7589,2005,westbengal,medinipureast,148.13333,330248.80030542583,1,0.32
7590,2006,westbengal,medinipureast,,356170.8313006164,1,0.32
7591,2007,westbengal,medinipureast,136.545,383881.4906091932,1,0.32
7592,2008,westbengal,medinipureast,,399354.5969692363,1,0.32
7593,2009,westbengal,medinipureast,112.5,430366.20743387047,1,0.32
7594,2010,westbengal,medinipureast,,456461.5424521131,1,0.32
7595,2011,westbengal,medinipureast,124.5,473205.0,1,0.32
7596,2012,westbengal,medinipureast,,492901.0,1,0.32
7597,2013,westbengal,medinipureast,46.0,503952.0,1,0.32
7598,2014,westbengal,medinipureast,,515702.0,1,0.32
7599,2015,westbengal,medinipureast,,546988.0,1,0.32
7600,2016,westbengal,medinipureast,79.975609,584911.0,1,0.32
7601,2017,westbengal,medinipureast,148.22223,623787.0,1,0.32
7602,2018,westbengal,medinipureast,137.855,659288.0,1,0.32
7603,2000,westbengal,medinipurwest,58.777779,247972.31111561856,1,0.28
7604,2001,westbengal,medinipurwest,86.256248,265880.32837131777,1,0.28
7605,2002,westbengal,medinipurwest,113.33334,275199.53359278664,1,0.28
7606,2003,westbengal,medinipurwest,,291369.5209867059,1,0.28
7607,2004,westbengal,medinipurwest,58.0,310686.6999675226,1,0.28
7608,2005,westbengal,medinipurwest,79.6875,330248.80030542583,1,0.28
7609,2006,westbengal,medinipurwest,60.833332,356170.8313006164,1,0.28
7610,2007,westbengal,medinipurwest,,383881.4906091932,1,0.28
7611,2008,westbengal,medinipurwest,14.0,399354.5969692363,1,0.28
7612,2009,westbengal,medinipurwest,57.722221,430366.20743387047,1,0.28
7613,2010,westbengal,medinipurwest,68.071426,456461.5424521131,1,0.28
7614,2011,westbengal,medinipurwest,68.9375,473205.0,1,0.28
7615,2012,westbengal,medinipurwest,47.235294,492901.0,1,0.28
7616,2013,westbengal,medinipurwest,35.122223,503952.0,1,0.28
7617,2014,westbengal,medinipurwest,,515702.0,1,0.28
7618,2015,westbengal,medinipurwest,,546988.0,1,0.28
7619,2016,westbengal,medinipurwest,69.6875,584911.0,1,0.28
7620,2017,westbengal,medinipurwest,59.729729,623787.0,1,0.28
7621,2018,westbengal,medinipurwest,60.750999,659288.0,1,0.28
7622,2000,uttarpradesh,meerut,,351083.83971582167,1,0.46
7623,2001,uttarpradesh,meerut,67.333336,357470.77254969825,1,0.46
7624,2002,uttarpradesh,meerut,,369037.9006500751,1,0.46
7625,2003,uttarpradesh,meerut,,388468.5695531362,1,0.46
7626,2004,uttarpradesh,meerut,31.866667,407921.1791392405,1,0.46
7627,2005,uttarpradesh,meerut,,431731.25103797467,1,0.46
7628,2006,uttarpradesh,meerut,,466022.3453164557,1,0.46
7629,2007,uttarpradesh,meerut,,495890.4340253165,1,0.46
7630,2008,uttarpradesh,meerut,,533571.6164050633,1,0.46
7631,2009,uttarpradesh,meerut,,566760.9320506329,1,0.46
7632,2010,uttarpradesh,meerut,,612018.6082025316,1,0.46
7633,2011,uttarpradesh,meerut,,645132.0,1,0.46
7634,2012,uttarpradesh,meerut,,673552.0,1,0.46
7635,2013,uttarpradesh,meerut,,707469.0,1,0.46
7636,2014,uttarpradesh,meerut,,729686.0,1,0.46
7637,2015,uttarpradesh,meerut,,792049.0,1,0.46
7638,2016,uttarpradesh,meerut,41.0,888453.0,1,0.46
7639,2017,uttarpradesh,meerut,,922458.0,1,0.46
7640,2018,uttarpradesh,meerut,44.565716,949184.0,1,0.46
7641,2000,uttarpradesh,mirzapur,56.900002,351083.83971582167,1,0.28
7642,2001,uttarpradesh,mirzapur,,357470.77254969825,1,0.28
7643,2002,uttarpradesh,mirzapur,7.0999999,369037.9006500751,1,0.28
7644,2003,uttarpradesh,mirzapur,,388468.5695531362,1,0.28
7645,2004,uttarpradesh,mirzapur,82.5,407921.1791392405,1,0.28
7646,2005,uttarpradesh,mirzapur,,431731.25103797467,1,0.28
7647,2006,uttarpradesh,mirzapur,,466022.3453164557,1,0.28
7648,2007,uttarpradesh,mirzapur,,495890.4340253165,1,0.28
7649,2008,uttarpradesh,mirzapur,,533571.6164050633,1,0.28
7650,2009,uttarpradesh,mirzapur,,566760.9320506329,1,0.28
7651,2010,uttarpradesh,mirzapur,,612018.6082025316,1,0.28
7652,2011,uttarpradesh,mirzapur,,645132.0,1,0.28
7653,2012,uttarpradesh,mirzapur,,673552.0,1,0.28
7654,2013,uttarpradesh,mirzapur,,707469.0,1,0.28
7655,2014,uttarpradesh,mirzapur,,729686.0,1,0.28
7656,2015,uttarpradesh,mirzapur,,792049.0,1,0.28
7657,2016,uttarpradesh,mirzapur,22.512501,888453.0,1,0.28
7658,2017,uttarpradesh,mirzapur,,922458.0,1,0.28
7659,2018,uttarpradesh,mirzapur,106.99454,949184.0,1,0.28
7660,2000,punjab,moga,159.78572,130870.00549422811,1,0.27
7661,2001,punjab,moga,48.0,132574.969948761,1,0.27
7662,2002,punjab,moga,,134833.06381928446,1,0.27
7663,2003,punjab,moga,,143252.23215855728,1,0.27
7664,2004,punjab,moga,150.5,150374.55025659368,1,0.27
7665,2005,punjab,moga,263.0,157747.6323300751,1,0.27
7666,2006,punjab,moga,290.0,174760.55643236218,1,0.27
7667,2007,punjab,moga,246.5,189894.4098783096,1,0.27
7668,2008,punjab,moga,102.5,200421.3967894764,1,0.27
7669,2009,punjab,moga,372.0,213223.87539693547,1,0.27
7670,2010,punjab,moga,58.0,226995.577251856,1,0.27
7671,2011,punjab,moga,63.0,239227.0,1,0.27
7672,2012,punjab,moga,46.25,251813.0,1,0.27
7673,2013,punjab,moga,59.5,267515.0,1,0.27
7674,2014,punjab,moga,40.833332,278485.0,1,0.27
7675,2015,punjab,moga,105.71429,294895.0,1,0.27
7676,2016,punjab,moga,79.285713,315783.0,1,0.27
7677,2017,punjab,moga,40.0,335057.0,1,0.27
7678,2018,punjab,moga,71.428574,353942.0,1,0.27
7679,2000,nagaland,mon,,4583.89551304567,1,0.19
7680,2001,nagaland,mon,,5109.571603991274,1,0.19
7681,2002,nagaland,mon,,5618.726446364301,1,0.19
7682,2003,nagaland,mon,,5875.556765083441,1,0.19
7683,2004,nagaland,mon,,6157.91992250565,1,0.19
7684,2005,nagaland,mon,,6799.724895059735,1,0.19
7685,2006,nagaland,mon,,7331.34388117533,1,0.19
7686,2007,nagaland,mon,,7926.575395544074,1,0.19
7687,2008,nagaland,mon,,8430.931869551177,1,0.19
7688,2009,nagaland,mon,,8908.02583144979,1,0.19
7689,2010,nagaland,mon,,9754.299644817564,1,0.19
7690,2011,nagaland,mon,,10554.0,1,0.19
7691,2012,nagaland,mon,,11163.0,1,0.19
7692,2013,nagaland,mon,,11923.0,1,0.19
7693,2014,nagaland,mon,,12406.0,1,0.19
7694,2015,nagaland,mon,,12600.0,1,0.19
7695,2016,nagaland,mon,,13488.0,1,0.19
7696,2017,nagaland,mon,,14178.0,1,0.19
7697,2018,nagaland,mon,,15055.0,1,0.19
7698,2000,uttarpradesh,moradabad,28.275,351083.83971582167,1,0.27
7699,2000,uttarpradesh,moradabad,28.275,351083.83971582167,1,0.27
7700,2000,uttarpradesh,moradabad,28.275,351083.83971582167,1,0.27
7701,2000,uttarpradesh,moradabad,28.275,351083.83971582167,1,0.27
7702,2001,uttarpradesh,moradabad,46.0,357470.77254969825,1,0.27
7703,2001,uttarpradesh,moradabad,46.0,357470.77254969825,1,0.27
7704,2001,uttarpradesh,moradabad,46.0,357470.77254969825,1,0.27
7705,2001,uttarpradesh,moradabad,46.0,357470.77254969825,1,0.27
7706,2002,uttarpradesh,moradabad,,369037.9006500751,1,0.27
7707,2002,uttarpradesh,moradabad,,369037.9006500751,1,0.27
7708,2002,uttarpradesh,moradabad,,369037.9006500751,1,0.27
7709,2002,uttarpradesh,moradabad,,369037.9006500751,1,0.27
7710,2003,uttarpradesh,moradabad,,388468.5695531362,1,0.27
7711,2003,uttarpradesh,moradabad,,388468.5695531362,1,0.27
7712,2003,uttarpradesh,moradabad,,388468.5695531362,1,0.27
7713,2003,uttarpradesh,moradabad,,388468.5695531362,1,0.27
7714,2004,uttarpradesh,moradabad,14.0,407921.1791392405,1,0.27
7715,2004,uttarpradesh,moradabad,14.0,407921.1791392405,1,0.27
7716,2004,uttarpradesh,moradabad,14.0,407921.1791392405,1,0.27
7717,2004,uttarpradesh,moradabad,14.0,407921.1791392405,1,0.27
7718,2005,uttarpradesh,moradabad,,431731.25103797467,1,0.27
7719,2005,uttarpradesh,moradabad,,431731.25103797467,1,0.27
7720,2005,uttarpradesh,moradabad,,431731.25103797467,1,0.27
7721,2005,uttarpradesh,moradabad,,431731.25103797467,1,0.27
7722,2006,uttarpradesh,moradabad,,466022.3453164557,1,0.27
7723,2006,uttarpradesh,moradabad,,466022.3453164557,1,0.27
7724,2006,uttarpradesh,moradabad,,466022.3453164557,1,0.27
7725,2006,uttarpradesh,moradabad,,466022.3453164557,1,0.27
7726,2007,uttarpradesh,moradabad,,495890.4340253165,1,0.27
7727,2007,uttarpradesh,moradabad,,495890.4340253165,1,0.27
7728,2007,uttarpradesh,moradabad,,495890.4340253165,1,0.27
7729,2007,uttarpradesh,moradabad,,495890.4340253165,1,0.27
7730,2008,uttarpradesh,moradabad,,533571.6164050633,1,0.27
7731,2008,uttarpradesh,moradabad,,533571.6164050633,1,0.27
7732,2008,uttarpradesh,moradabad,,533571.6164050633,1,0.27
7733,2008,uttarpradesh,moradabad,,533571.6164050633,1,0.27
7734,2009,uttarpradesh,moradabad,,566760.9320506329,1,0.27
7735,2009,uttarpradesh,moradabad,,566760.9320506329,1,0.27
7736,2009,uttarpradesh,moradabad,,566760.9320506329,1,0.27
7737,2009,uttarpradesh,moradabad,,566760.9320506329,1,0.27
7738,2010,uttarpradesh,moradabad,,612018.6082025316,1,0.27
7739,2010,uttarpradesh,moradabad,,612018.6082025316,1,0.27
7740,2010,uttarpradesh,moradabad,,612018.6082025316,1,0.27
7741,2010,uttarpradesh,moradabad,,612018.6082025316,1,0.27
7742,2011,uttarpradesh,moradabad,,645132.0,1,0.27
7743,2011,uttarpradesh,moradabad,,645132.0,1,0.27
7744,2011,uttarpradesh,moradabad,,645132.0,1,0.27
7745,2011,uttarpradesh,moradabad,,645132.0,1,0.27
7746,2012,uttarpradesh,moradabad,,673552.0,1,0.27
7747,2012,uttarpradesh,moradabad,,673552.0,1,0.27
7748,2012,uttarpradesh,moradabad,,673552.0,1,0.27
7749,2012,uttarpradesh,moradabad,,673552.0,1,0.27
7750,2013,uttarpradesh,moradabad,,707469.0,1,0.27
7751,2013,uttarpradesh,moradabad,,707469.0,1,0.27
7752,2013,uttarpradesh,moradabad,,707469.0,1,0.27
7753,2013,uttarpradesh,moradabad,,707469.0,1,0.27
7754,2014,uttarpradesh,moradabad,,729686.0,1,0.27
7755,2014,uttarpradesh,moradabad,,729686.0,1,0.27
7756,2014,uttarpradesh,moradabad,,729686.0,1,0.27
7757,2014,uttarpradesh,moradabad,,729686.0,1,0.27
7758,2015,uttarpradesh,moradabad,,792049.0,1,0.27
7759,2015,uttarpradesh,moradabad,,792049.0,1,0.27
7760,2015,uttarpradesh,moradabad,,792049.0,1,0.27
7761,2015,uttarpradesh,moradabad,,792049.0,1,0.27
7762,2016,uttarpradesh,moradabad,46.82,888453.0,1,0.27
7763,2016,uttarpradesh,moradabad,46.82,888453.0,1,0.27
7764,2016,uttarpradesh,moradabad,46.82,888453.0,1,0.27
7765,2016,uttarpradesh,moradabad,46.82,888453.0,1,0.27
7766,2017,uttarpradesh,moradabad,,922458.0,1,0.27
7767,2017,uttarpradesh,moradabad,,922458.0,1,0.27
7768,2017,uttarpradesh,moradabad,,922458.0,1,0.27
7769,2017,uttarpradesh,moradabad,,922458.0,1,0.27
7770,2018,uttarpradesh,moradabad,58.575001,949184.0,1,0.27
7771,2018,uttarpradesh,moradabad,58.575001,949184.0,1,0.27
7772,2018,uttarpradesh,moradabad,58.575001,949184.0,1,0.27
7773,2018,uttarpradesh,moradabad,58.575001,949184.0,1,0.27
7774,2000,madhyapradesh,morena,80.529411,142623.92245088037,1,0.26
7775,2001,madhyapradesh,morena,69.647057,152826.6075400632,1,0.26
7776,2002,madhyapradesh,morena,90.9375,144856.76138662823,1,0.26
7777,2003,madhyapradesh,morena,,161106.27345013304,1,0.26
7778,2004,madhyapradesh,morena,83.3125,166392.43950471698,1,0.26
7779,2005,madhyapradesh,morena,80.833336,174775.328567217,1,0.26
7780,2006,madhyapradesh,morena,73.625,190708.6450176887,1,0.26
7781,2007,madhyapradesh,morena,58.384617,199720.8751061321,1,0.26
7782,2008,madhyapradesh,morena,78.599998,224971.1026179245,1,0.26
7783,2009,madhyapradesh,morena,139.90909,246297.10579599056,1,0.26
7784,2010,madhyapradesh,morena,94.416664,259230.23037146227,1,0.26
7785,2011,madhyapradesh,morena,81.272728,282371.0,1,0.26
7786,2012,madhyapradesh,morena,81.846153,306853.0,1,0.26
7787,2013,madhyapradesh,morena,113.0,322598.0,1,0.26
7788,2014,madhyapradesh,morena,78.0,339247.0,1,0.26
7789,2015,madhyapradesh,morena,63.23077,370716.0,1,0.26
7790,2016,madhyapradesh,morena,99.285713,419465.0,1,0.26
7791,2017,madhyapradesh,morena,67.64286,441956.0,1,0.26
7792,2018,madhyapradesh,morena,98.0,482361.0,1,0.26
7793,2000,punjab,muktsar,396.60001,130870.00549422811,1,0.26
7794,2001,punjab,muktsar,,132574.969948761,1,0.26
7795,2002,punjab,muktsar,,134833.06381928446,1,0.26
7796,2003,punjab,muktsar,,143252.23215855728,1,0.26
7797,2004,punjab,muktsar,636.16669,150374.55025659368,1,0.26
7798,2005,punjab,muktsar,372.5,157747.6323300751,1,0.26
7799,2006,punjab,muktsar,273.10001,174760.55643236218,1,0.26
7800,2007,punjab,muktsar,448.39999,189894.4098783096,1,0.26
7801,2008,punjab,muktsar,319.60001,200421.3967894764,1,0.26
7802,2009,punjab,muktsar,332.85715,213223.87539693547,1,0.26
7803,2010,punjab,muktsar,257.0,226995.577251856,1,0.26
7804,2011,punjab,muktsar,443.125,239227.0,1,0.26
7805,2012,punjab,muktsar,700.875,251813.0,1,0.26
7806,2013,punjab,muktsar,486.625,267515.0,1,0.26
7807,2014,punjab,muktsar,580.11108,278485.0,1,0.26
7808,2015,punjab,muktsar,,294895.0,1,0.26
7809,2016,punjab,muktsar,545.45453,315783.0,1,0.26
7810,2017,punjab,muktsar,456.10001,335057.0,1,0.26
7811,2018,punjab,muktsar,590.66669,353942.0,1,0.26
7812,2000,maharashtra,mumbaisuburban,56.75,462182.04589375335,1,0.39
7813,2001,maharashtra,mumbaisuburban,54.75,478508.99779191246,1,0.39
7814,2002,maharashtra,mumbaisuburban,47.5,511507.574365965,1,0.39
7815,2003,maharashtra,mumbaisuburban,,551013.221724762,1,0.39
7816,2004,maharashtra,mumbaisuburban,37.0,599028.1154943785,1,0.39
7817,2005,maharashtra,mumbaisuburban,48.0,685815.41856348,1,0.39
7818,2006,maharashtra,mumbaisuburban,44.0,780279.5182740722,1,0.39
7819,2007,maharashtra,mumbaisuburban,85.0,871096.2491881064,1,0.39
7820,2008,maharashtra,mumbaisuburban,96.0,884779.143581586,1,0.39
7821,2009,maharashtra,mumbaisuburban,53.0,970264.8556553776,1,0.39
7822,2010,maharashtra,mumbaisuburban,,1080814.2888602451,1,0.39
7823,2011,maharashtra,mumbaisuburban,,1126595.0,1,0.39
7824,2012,maharashtra,mumbaisuburban,457.0,1189711.0,1,0.39
7825,2013,maharashtra,mumbaisuburban,32.0,1267551.0,1,0.39
7826,2014,maharashtra,mumbaisuburban,,1345341.0,1,0.39
7827,2015,maharashtra,mumbaisuburban,,1452513.0,1,0.39
7828,2016,maharashtra,mumbaisuburban,,1596121.0,1,0.39
7829,2017,maharashtra,mumbaisuburban,55.833767,1661065.0,1,0.39
7830,2018,maharashtra,mumbaisuburban,86.852501,1728578.0,1,0.39
7831,2000,maharashtra,mumbai,82.666664,462182.04589375335,1,
7832,2001,maharashtra,mumbai,34.666668,478508.99779191246,1,
7833,2002,maharashtra,mumbai,101.0,511507.574365965,1,
7834,2003,maharashtra,mumbai,,551013.221724762,1,
7835,2004,maharashtra,mumbai,74.333336,599028.1154943785,1,
7836,2005,maharashtra,mumbai,72.333336,685815.41856348,1,
7837,2006,maharashtra,mumbai,73.0,780279.5182740722,1,
7838,2007,maharashtra,mumbai,59.333332,871096.2491881064,1,
7839,2008,maharashtra,mumbai,71.0,884779.143581586,1,
7840,2009,maharashtra,mumbai,48.333332,970264.8556553776,1,
7841,2010,maharashtra,mumbai,,1080814.2888602451,1,
7842,2011,maharashtra,mumbai,,1126595.0,1,
7843,2012,maharashtra,mumbai,69.0,1189711.0,1,
7844,2013,maharashtra,mumbai,62.0,1267551.0,1,
7845,2014,maharashtra,mumbai,62.666668,1345341.0,1,
7846,2015,maharashtra,mumbai,,1452513.0,1,
7847,2016,maharashtra,mumbai,74.333336,1596121.0,1,
7848,2017,maharashtra,mumbai,52.525131,1661065.0,1,
7849,2018,maharashtra,mumbai,40.944752,1728578.0,1,
7850,2000,bihar,munger,,110615.1637047949,1,0.26
7851,2001,bihar,munger,,104271.73783034184,1,0.26
7852,2002,bihar,munger,,117457.4875518244,1,0.26
7853,2003,bihar,munger,,109883.30924089148,1,0.26
7854,2004,bihar,munger,,123786.48249318644,1,0.26
7855,2005,bihar,munger,112.0,120702.7141776237,1,0.26
7856,2006,bihar,munger,,141592.2454273824,1,0.26
7857,2007,bihar,munger,31.9,148922.3697701531,1,0.26
7858,2008,bihar,munger,151.66667,171625.46728329768,1,0.26
7859,2009,bihar,munger,130.39999,179835.9122150076,1,0.26
7860,2010,bihar,munger,94.666664,207295.21074574773,1,0.26
7861,2011,bihar,munger,105.83334,228497.0,1,0.26
7862,2012,bihar,munger,116.0,236933.0,1,0.26
7863,2013,bihar,munger,99.5,246915.0,1,0.26
7864,2014,bihar,munger,,255739.0,1,0.26
7865,2015,bihar,munger,,269200.0,1,0.26
7866,2016,bihar,munger,38.995003,289265.0,1,0.26
7867,2017,bihar,munger,,312605.0,1,0.26
7868,2018,bihar,munger,,345545.0,1,0.26
7869,2000,westbengal,murshidabad,122.09091,247972.31111561856,1,0.22
7870,2001,westbengal,murshidabad,77.963997,265880.32837131777,1,0.22
7871,2002,westbengal,murshidabad,82.171425,275199.53359278664,1,0.22
7872,2003,westbengal,murshidabad,,291369.5209867059,1,0.22
7873,2004,westbengal,murshidabad,76.033333,310686.6999675226,1,0.22
7874,2005,westbengal,murshidabad,55.266037,330248.80030542583,1,0.22
7875,2006,westbengal,murshidabad,,356170.8313006164,1,0.22
7876,2007,westbengal,murshidabad,56.913044,383881.4906091932,1,0.22
7877,2008,westbengal,murshidabad,,399354.5969692363,1,0.22
7878,2009,westbengal,murshidabad,,430366.20743387047,1,0.22
