country ,state                                        ,district                          ,year   ,dyid                            ,chloride     ,nsdp            ,gini
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2000.0 ,Visakhapatanam2000              , 192.48387   , 171092.8680057 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2001.0 ,Visakhapatanam2001              ,             , 178850.9966259 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2002.0 ,Visakhapatanam2002              , 185.89473   , 182922.1475852 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2003.0 ,Visakhapatanam2003              , 297.92001   , 200842.5423211 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2004.0 ,Visakhapatanam2004              , 238.47575   , 215454.702683  ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2005.0 ,Visakhapatanam2005              , 235.6875    , 227456.6990491 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2006.0 ,Visakhapatanam2006              , 215.21892   , 251347.1421205 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2007.0 ,Visakhapatanam2007              , 219.28947   , 282692.2057365 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2008.0 ,Visakhapatanam2008              , 192.86757   , 289918.0574615 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2009.0 ,Visakhapatanam2009              , 202.01579   , 309549.0583031 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2010.0 ,Visakhapatanam2010              , 198.75676   , 330209.0564638 ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2011.0 ,Visakhapatanam2011              , 213.21317   , 339995.524194  ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2012.0 ,Visakhapatanam2012              , 149.64865   , 341335.223157  ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2013.0 ,Visakhapatanam2013              , 210.01785   , 360239.225775  ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2014.0 ,Visakhapatanam2014              , 146.57378   , 397063.832491  ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2015.0 ,Visakhapatanam2015              , 180.30281   , 446996.86      ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2016.0 ,Visakhapatanam2016              , 124.54546   , 477565.55262   ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2017.0 ,Visakhapatanam2017              , 142.44406   , 526625.955496  ,0.42
India   ,Andhra Pradesh                               ,Visakhapatanam                    ,2018.0 ,Visakhapatanam2018              , 148.28302   , 558861.685174  ,0.42
        ,Andhra Pradesh                               ,Visakhapatnam                     ,       ,                                ,             ,                ,0.42
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2000.0 ,Vizianagaram2000                , 172.66667   , 171092.8680057 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2001.0 ,Vizianagaram2001                ,             , 178850.9966259 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2002.0 ,Vizianagaram2002                , 164.78261   , 182922.1475852 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2003.0 ,Vizianagaram2003                ,             , 200842.5423211 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2004.0 ,Vizianagaram2004                , 211.18182   , 215454.702683  ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2005.0 ,Vizianagaram2005                , 160.45833   , 227456.6990491 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2006.0 ,Vizianagaram2006                , 102.0       , 251347.1421205 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2007.0 ,Vizianagaram2007                , 150.78261   , 282692.2057365 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2008.0 ,Vizianagaram2008                , 161.68182   , 289918.0574615 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2009.0 ,Vizianagaram2009                , 136.08696   , 309549.0583031 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2010.0 ,Vizianagaram2010                , 198.13043   , 330209.0564638 ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2011.0 ,Vizianagaram2011                , 172.18182   , 339995.524194  ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2012.0 ,Vizianagaram2012                , 121.17391   , 341335.223157  ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2013.0 ,Vizianagaram2013                , 216.70589   , 360239.225775  ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2014.0 ,Vizianagaram2014                , 200.89743   , 397063.832491  ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2015.0 ,Vizianagaram2015                , 180.63158   , 446996.86      ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2016.0 ,Vizianagaram2016                , 152.70213   , 477565.55262   ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2017.0 ,Vizianagaram2017                , 140.7       , 526625.955496  ,0.28
India   ,Andhra Pradesh                               ,Vizianagaram                      ,2018.0 ,Vizianagaram2018                , 161.4359    , 558861.685174  ,0.28
India   ,Andhra Pradesh                               ,West Godavari                     ,2000.0 ,West Godavari2000               , 217.54167   , 171092.8680057 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2001.0 ,West Godavari2001               ,             , 178850.9966259 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2002.0 ,West Godavari2002               , 400.38806   , 182922.1475852 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2003.0 ,West Godavari2003               ,             , 200842.5423211 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2004.0 ,West Godavari2004               , 514.72729   , 215454.702683  ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2005.0 ,West Godavari2005               , 697.0       , 227456.6990491 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2006.0 ,West Godavari2006               , 223.8647    , 251347.1421205 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2007.0 ,West Godavari2007               , 265.0       , 282692.2057365 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2008.0 ,West Godavari2008               , 222.61111   , 289918.0574615 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2009.0 ,West Godavari2009               , 560.06665   , 309549.0583031 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2010.0 ,West Godavari2010               , 427.29413   , 330209.0564638 ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2011.0 ,West Godavari2011               , 492.11111   , 339995.524194  ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2012.0 ,West Godavari2012               , 279.88235   , 341335.223157  ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2013.0 ,West Godavari2013               , 451.10809   , 360239.225775  ,0.26
India   ,Andhra Pradesh                               ,West Godavari                     ,2014.0 ,West Godavari2014               , 432.125     , 397063.832491  ,0.26
