,year,state,district,chloride,sdp,ginivalue
9150,2002,punjab,rupnagar,47.700001,77208.57977323764,0.31
9151,2003,punjab,rupnagar,,82029.59334316062,0.31
9152,2004,punjab,rupnagar,34.444443,150374.55025659368,0.31
9153,2005,punjab,rupnagar,44.23077,157747.6323300751,0.31
9154,2006,punjab,rupnagar,54.0,174760.55643236218,0.31
9155,2007,punjab,rupnagar,31.866667,189894.4098783096,0.31
9156,2008,punjab,rupnagar,44.477779,200421.3967894764,0.31
9157,2009,punjab,rupnagar,31.99,213223.87539693547,0.31
9158,2010,punjab,rupnagar,32.81818,226995.577251856,0.31
9159,2011,punjab,rupnagar,51.272728,239227.0,0.31
9160,2012,punjab,rupnagar,45.0,251813.0,0.31
9161,2013,punjab,rupnagar,67.991669,267515.0,0.31
9162,2014,punjab,rupnagar,45.5,278485.0,0.31
9163,2015,punjab,rupnagar,52.299999,294895.0,0.31
9164,2016,punjab,rupnagar,51.799999,315783.0,0.31
9165,2017,punjab,rupnagar,44.727272,335057.0,0.31
9166,2018,punjab,rupnagar,58.625,353942.0,0.31
9167,2000,punjab,s.a.snagar,15.0,74939.23947814347,0.36
9168,2001,punjab,s.a.snagar,,75915.54217697385,0.36
9169,2002,punjab,s.a.snagar,21.0,77208.57977323764,0.36
9170,2003,punjab,s.a.snagar,,82029.59334316062,0.36
9171,2004,punjab,s.a.snagar,14.0,150374.55025659368,0.36
9172,2005,punjab,s.a.snagar,14.0,157747.6323300751,0.36
9173,2006,punjab,s.a.snagar,11.0,174760.55643236218,0.36
9174,2007,punjab,s.a.snagar,13.0,189894.4098783096,0.36
9175,2008,punjab,s.a.snagar,6.6999998,200421.3967894764,0.36
9176,2009,punjab,s.a.snagar,6.6999998,213223.87539693547,0.36
9177,2010,punjab,s.a.snagar,25.0,226995.577251856,0.36
9178,2011,punjab,s.a.snagar,21.0,239227.0,0.36
9179,2012,punjab,s.a.snagar,,251813.0,0.36
9180,2013,punjab,s.a.snagar,,267515.0,0.36
9181,2014,punjab,s.a.snagar,21.0,278485.0,0.36
9182,2015,punjab,s.a.snagar,14.0,294895.0,0.36
9183,2016,punjab,s.a.snagar,,315783.0,0.36
9184,2017,punjab,s.a.snagar,,335057.0,0.36
9185,2018,punjab,s.a.snagar,21.0,353942.0,0.36
9186,2000,gujarat,sabarkantha,249.64999,118544.22579001426,0.22
9187,2001,gujarat,sabarkantha,363.76471,128177.97574025272,0.22
9188,2002,gujarat,sabarkantha,252.14285,139353.34513013638,0.22
9189,2003,gujarat,sabarkantha,,162562.67267255313,0.22
9190,2004,gujarat,sabarkantha,280.4762,272449.2629108957,0.22
9191,2005,gujarat,sabarkantha,316.54544,311996.4362722108,0.22
9192,2006,gujarat,sabarkantha,305.42856,338383.36050177214,0.22
9193,2007,gujarat,sabarkantha,252.875,378395.5156254638,0.22
9194,2008,gujarat,sabarkantha,305.58334,394570.23835956375,0.22
9195,2009,gujarat,sabarkantha,281.94446,450323.76586738543,0.22
9196,2010,gujarat,sabarkantha,240.6842,499605.5063968227,0.22
9197,2011,gujarat,sabarkantha,284.85001,532809,0.22
9198,2012,gujarat,sabarkantha,275.85184,596659,0.22
9199,2013,gujarat,sabarkantha,290.66666,641489,0.22
9200,2014,gujarat,sabarkantha,247.55173,705629,0.22
9201,2015,gujarat,sabarkantha,267.84375,774775,0.22
9202,2016,gujarat,sabarkantha,287.79999,843930,0.22
9203,2017,gujarat,sabarkantha,255.11429,946511,0.22
9204,2018,gujarat,sabarkantha,337.02704,1034399,0.22
9205,2000,madhyapradesh,sagar,125.11111,85663.95716156869,0.26
9206,2001,madhyapradesh,sagar,99.571426,91791.97806713408,0.26
9207,2002,madhyapradesh,sagar,83.599998,87005.063307394,0.26
9208,2003,madhyapradesh,sagar,,96764.9793255772,0.26
9209,2004,madhyapradesh,sagar,138.5625,166392.43950471698,0.26
9210,2005,madhyapradesh,sagar,101.61539,174775.328567217,0.26
9211,2006,madhyapradesh,sagar,87.291664,190708.6450176887,0.26
9212,2007,madhyapradesh,sagar,139.05714,199720.8751061321,0.26
9213,2008,madhyapradesh,sagar,150.8,224971.1026179245,0.26
9214,2009,madhyapradesh,sagar,102.44444,246297.10579599056,0.26
9215,2010,madhyapradesh,sagar,89.708336,259230.23037146227,0.26
9216,2011,madhyapradesh,sagar,84.896553,282371.0,0.26
9217,2012,madhyapradesh,sagar,97.0,306853.0,0.26
9218,2013,madhyapradesh,sagar,100.19231,322598.0,0.26
9219,2014,madhyapradesh,sagar,125.56667,339247.0,0.26
9220,2015,madhyapradesh,sagar,130.875,370716.0,0.26
9221,2016,madhyapradesh,sagar,158.67741,419465.0,0.26
9222,2017,madhyapradesh,sagar,106.29269,441956.0,0.26
9223,2018,madhyapradesh,sagar,118.0625,482361.0,0.26
9224,2000,uttarpradesh,saharanpur,51.666668,198838.77708154044,0.26
9225,2001,uttarpradesh,saharanpur,47.666668,202456.06096170397,0.26
9226,2002,uttarpradesh,saharanpur,,209007.1844987091,0.26
9227,2003,uttarpradesh,saharanpur,,220011.87912005163,0.26
9228,2004,uttarpradesh,saharanpur,,407921.1791392405,0.26
9229,2005,uttarpradesh,saharanpur,,431731.25103797467,0.26
9230,2006,uttarpradesh,saharanpur,,466022.3453164557,0.26
9231,2007,uttarpradesh,saharanpur,,495890.4340253165,0.26
9232,2008,uttarpradesh,saharanpur,,533571.6164050633,0.26
9233,2009,uttarpradesh,saharanpur,,566760.9320506329,0.26
9234,2010,uttarpradesh,saharanpur,,612018.6082025316,0.26
9235,2011,uttarpradesh,saharanpur,,645132.0,0.26
9236,2012,uttarpradesh,saharanpur,,673552.0,0.26
9237,2013,uttarpradesh,saharanpur,,707469.0,0.26
9238,2014,uttarpradesh,saharanpur,,729686.0,0.26
9239,2015,uttarpradesh,saharanpur,,792049.0,0.26
9240,2016,uttarpradesh,saharanpur,31.830233,888453.0,0.26
9241,2017,uttarpradesh,saharanpur,,922458.0,0.26
9242,2018,uttarpradesh,saharanpur,54.137501,949184.0,0.26
9243,2000,bihar,saharsa,30.0,62700.9834624032,0.23
9244,2001,bihar,saharsa,,59105.28258805895,0.23
9245,2002,bihar,saharsa,,66579.47914064451,0.23
9246,2003,bihar,saharsa,,62286.13984511616,0.23
9247,2004,bihar,saharsa,,123786.48249318644,0.23
9248,2005,bihar,saharsa,78.25,120702.7141776237,0.23
9249,2006,bihar,saharsa,,141592.2454273824,0.23
9250,2007,bihar,saharsa,35.474998,148922.3697701531,0.23
9251,2008,bihar,saharsa,54.285713,171625.46728329768,0.23
9252,2009,bihar,saharsa,55.666668,179835.9122150076,0.23
9253,2010,bihar,saharsa,40.400002,207295.21074574775,0.23
9254,2011,bihar,saharsa,29.285715,228497.0,0.23
9255,2012,bihar,saharsa,41.75,236933.0,0.23
9256,2013,bihar,saharsa,66.718185,246915.0,0.23
9257,2014,bihar,saharsa,,255739.0,0.23
9258,2015,bihar,saharsa,,269200.0,0.23
9259,2016,bihar,saharsa,65.821426,289265.0,0.23
9260,2017,bihar,saharsa,,312605.0,0.23
9261,2018,bihar,saharsa,,345545.0,0.23
9262,2000,jharkhand,sahebganj,178.0,38351.464729165535,0.23
9263,2001,jharkhand,sahebganj,,40993.76457192431,0.23
9264,2002,jharkhand,sahebganj,,42141.58997993819,0.23
9265,2003,jharkhand,sahebganj,,45330.473350322616,0.23
9266,2004,jharkhand,sahebganj,90.775002,90933.9477275846,0.23
9267,2005,jharkhand,sahebganj,113.5,86858.23663560263,0.23
9268,2006,jharkhand,sahebganj,,88313.3580473321,0.23
9269,2007,jharkhand,sahebganj,,107985.77685043102,0.23
9270,2008,jharkhand,sahebganj,152.66667,103644.40755018276,0.23
9271,2009,jharkhand,sahebganj,184.66667,113915.95362850404,0.23
9272,2010,jharkhand,sahebganj,161.0,130487.88405254688,0.23
9273,2011,jharkhand,sahebganj,166.61,137383.0,0.23
9274,2012,jharkhand,sahebganj,112.0,149526.0,0.23
9275,2013,jharkhand,sahebganj,126.2,150609.0,0.23
9276,2014,jharkhand,sahebganj,,170568.0,0.23
9277,2015,jharkhand,sahebganj,,158231.0,0.23
9278,2016,jharkhand,sahebganj,48.0,176363.0,0.23
9279,2017,jharkhand,sahebganj,,191573.0,0.23
9280,2018,jharkhand,sahebganj,,208701.0,0.23
9281,2000,tamilnadu,salem,424.70587,165323.27057177993,0.26
9282,2001,tamilnadu,salem,312.4375,162120.14774247605,0.26
9283,2002,tamilnadu,salem,312.33334,162931.39617146642,0.26
9284,2003,tamilnadu,salem,,173085.08618592646,0.26
9285,2004,tamilnadu,salem,201.25,337921.3167903381,0.26
9286,2005,tamilnadu,salem,223.14285,386683.4090471607,0.26
9287,2006,tamilnadu,salem,341.1875,447233.3527585457,0.26
9288,2007,tamilnadu,salem,195.0,475248.4774441926,0.26
9289,2008,tamilnadu,salem,,500384.2601757273,0.26
9290,2009,tamilnadu,salem,284.15384,552763.8529603527,0.26
9291,2010,tamilnadu,salem,259.72726,628152.0055419293,0.26
9292,2011,tamilnadu,salem,367.89999,674478.0,0.26
9293,2012,tamilnadu,salem,219.28572,709343.0,0.26
9294,2013,tamilnadu,salem,275.0,750416.0,0.26
9295,2014,tamilnadu,salem,220.16364,791915.0,0.26
9296,2015,tamilnadu,salem,,862437.0,0.26
9297,2016,tamilnadu,salem,531.54114,922084.0,0.26
9298,2017,tamilnadu,salem,349.44788,1000308.0,0.26
9299,2018,tamilnadu,salem,419.53711,1071602.0,0.26
9300,2000,bihar,samastipur,,62700.9834624032,0.2
9301,2001,bihar,samastipur,323.0,59105.28258805895,0.2
9302,2002,bihar,samastipur,,66579.47914064451,0.2
9303,2003,bihar,samastipur,,62286.13984511616,0.2
9304,2004,bihar,samastipur,206.0,123786.48249318644,0.2
9305,2005,bihar,samastipur,,120702.7141776237,0.2
9306,2006,bihar,samastipur,106.57143,141592.2454273824,0.2
9307,2007,bihar,samastipur,,148922.3697701531,0.2
9308,2008,bihar,samastipur,21.0,171625.46728329768,0.2
9309,2009,bihar,samastipur,158.0,179835.9122150076,0.2
9310,2010,bihar,samastipur,230.0,207295.21074574775,0.2
9311,2011,bihar,samastipur,119.104,228497.0,0.2
9312,2012,bihar,samastipur,126.172,236933.0,0.2
9313,2013,bihar,samastipur,68.466667,246915.0,0.2
9314,2014,bihar,samastipur,,255739.0,0.2
9315,2015,bihar,samastipur,,269200.0,0.2
9316,2016,bihar,samastipur,,289265.0,0.2
9317,2017,bihar,samastipur,,312605.0,0.2
9318,2018,bihar,samastipur,,345545.0,0.2
9319,2000,odisha,sambalpur,64.222221,49818.93339866719,0.31
9320,2001,odisha,sambalpur,,52851.8305370443,0.31
9321,2002,odisha,sambalpur,63.234093,52472.052116816936,0.31
9322,2003,odisha,sambalpur,,60134.24831438652,0.31
9323,2004,odisha,sambalpur,63.251999,133986.11438993324,0.31
9324,2005,odisha,sambalpur,,139933.87047902113,0.31
9325,2006,odisha,sambalpur,,157355.39593546148,0.31
9326,2007,odisha,sambalpur,,170849.19512100978,0.31
9327,2008,odisha,sambalpur,29.950001,183688.7017215425,0.31
9328,2009,odisha,sambalpur,72.666664,185166.77232022237,0.31
9329,2010,odisha,sambalpur,,196839.58852819703,0.31
9330,2011,odisha,sambalpur,,204226.0,0.31
9331,2012,odisha,sambalpur,77.514282,216301.0,0.31
9332,2013,odisha,sambalpur,99.159088,233122.0,0.31
9333,2014,odisha,sambalpur,65.086205,235931.0,0.31
9334,2015,odisha,sambalpur,77.876923,253192.0,0.31
9335,2016,odisha,sambalpur,74.975327,293348.0,0.31
9336,2017,odisha,sambalpur,98.896103,316192.0,0.31
9337,2018,odisha,sambalpur,75.239433,338339.0,0.31
9338,2000,uttarpradesh,sambhal,,198838.77708154044,
9339,2001,uttarpradesh,sambhal,,202456.06096170397,
9340,2002,uttarpradesh,sambhal,,209007.1844987091,
9341,2003,uttarpradesh,sambhal,,220011.87912005163,
9342,2004,uttarpradesh,sambhal,14.0,407921.1791392405,
9343,2005,uttarpradesh,sambhal,,431731.25103797467,
9344,2006,uttarpradesh,sambhal,,466022.3453164557,
9345,2007,uttarpradesh,sambhal,,495890.4340253165,
9346,2008,uttarpradesh,sambhal,,533571.6164050633,
9347,2009,uttarpradesh,sambhal,,566760.9320506329,
9348,2010,uttarpradesh,sambhal,,612018.6082025316,
9349,2011,uttarpradesh,sambhal,,645132.0,
9350,2012,uttarpradesh,sambhal,,673552.0,
9351,2013,uttarpradesh,sambhal,,707469.0,
9352,2014,uttarpradesh,sambhal,,729686.0,
9353,2015,uttarpradesh,sambhal,,792049.0,
9354,2016,uttarpradesh,sambhal,92.0,888453.0,
9355,2017,uttarpradesh,sambhal,,922458.0,
9356,2018,uttarpradesh,sambhal,99.400002,949184.0,
9357,2000,telangana,sangareddy,215.0,,
9358,2001,telangana,sangareddy,138.25,,
9359,2002,telangana,sangareddy,135.0,,
9360,2003,telangana,sangareddy,,,
9361,2004,telangana,sangareddy,147.0,161790.06689829516,
9362,2005,telangana,sangareddy,53.0,187774.5444577278,
9363,2006,telangana,sangareddy,139.8,208477.0974396334,
9364,2007,telangana,sangareddy,136.25,229691.84931694495,
9365,2008,telangana,sangareddy,236.5,260994.69248203636,
9366,2009,telangana,sangareddy,142.0,261701.24352747787,
9367,2010,telangana,sangareddy,145.0,307973.2512484278,
9368,2011,telangana,sangareddy,138.5,325139.0,
9369,2012,telangana,sangareddy,224.66667,334205.0,
9370,2013,telangana,sangareddy,205.0,349593.0,
9371,2014,telangana,sangareddy,159.0,372897.0,
9372,2015,telangana,sangareddy,137.53847,416892.0,
9373,2016,telangana,sangareddy,140.625,455731.0,
9374,2017,telangana,sangareddy,72.428574,498145.0,
9375,2018,telangana,sangareddy,153.76923,544441.0,
9376,2000,maharashtra,sangli,187.80833,285492.42138092796,0.24
9377,2001,maharashtra,sangli,98.5,295577.6704133988,0.24
9378,2002,maharashtra,sangli,166.8421,315961.0747709448,0.24
9379,2003,maharashtra,sangli,,340363.9329582936,0.24
9380,2004,maharashtra,sangli,33.849998,599028.1154943785,0.24
9381,2005,maharashtra,sangli,156.0,685815.41856348,0.24
9382,2006,maharashtra,sangli,84.333336,780279.5182740722,0.24
9383,2007,maharashtra,sangli,120.8125,871096.2491881064,0.24
9384,2008,maharashtra,sangli,145.57895,884779.143581586,0.24
9385,2009,maharashtra,sangli,175.88235,970264.8556553777,0.24
9386,2010,maharashtra,sangli,,1080814.2888602451,0.24
9387,2011,maharashtra,sangli,,1126595,0.24
9388,2012,maharashtra,sangli,,1189711,0.24
9389,2013,maharashtra,sangli,189.86957,1267551,0.24
9390,2014,maharashtra,sangli,165.32143,1345341,0.24
9391,2015,maharashtra,sangli,223.45454,1452513,0.24
9392,2016,maharashtra,sangli,173.10001,1596121,0.24
9393,2017,maharashtra,sangli,133.88094,1661065,0.24
9394,2018,maharashtra,sangli,107.94525,1728578,0.24
9395,2000,punjab,sangrur,250.77777,74939.23947814347,0.35
9396,2001,punjab,sangrur,199.08333,75915.54217697385,0.35
9397,2002,punjab,sangrur,209.22223,77208.57977323764,0.35
9398,2003,punjab,sangrur,,82029.59334316062,0.35
9399,2004,punjab,sangrur,319.0,150374.55025659368,0.35
9400,2005,punjab,sangrur,173.5,157747.6323300751,0.35
9401,2006,punjab,sangrur,238.7,174760.55643236218,0.35
9402,2007,punjab,sangrur,183.76923,189894.4098783096,0.35
9403,2008,punjab,sangrur,209.18182,200421.3967894764,0.35
9404,2009,punjab,sangrur,82.639999,213223.87539693547,0.35
9405,2010,punjab,sangrur,167.75,226995.577251856,0.35
9406,2011,punjab,sangrur,86.375,239227.0,0.35
9407,2012,punjab,sangrur,203.85715,251813.0,0.35
9408,2013,punjab,sangrur,40.454544,267515.0,0.35
9409,2014,punjab,sangrur,117.16666,278485.0,0.35
9410,2015,punjab,sangrur,79.660866,294895.0,0.35
9411,2016,punjab,sangrur,66.405884,315783.0,0.35
9412,2017,punjab,sangrur,31.571428,335057.0,0.35
9413,2018,punjab,sangrur,48.285713,353942.0,0.35
9414,2000,uttarpradesh,santkabeernagar,98.333336,198838.77708154044,0.25
9415,2001,uttarpradesh,santkabeernagar,,202456.06096170397,0.25
9416,2002,uttarpradesh,santkabeernagar,68.333336,209007.1844987091,0.25
9417,2003,uttarpradesh,santkabeernagar,,220011.87912005163,0.25
9418,2004,uttarpradesh,santkabeernagar,28.25,407921.1791392405,0.25
9419,2005,uttarpradesh,santkabeernagar,,431731.25103797467,0.25
9420,2006,uttarpradesh,santkabeernagar,,466022.3453164557,0.25
9421,2007,uttarpradesh,santkabeernagar,,495890.4340253165,0.25
9422,2008,uttarpradesh,santkabeernagar,,533571.6164050633,0.25
9423,2009,uttarpradesh,santkabeernagar,,566760.9320506329,0.25
9424,2010,uttarpradesh,santkabeernagar,,612018.6082025316,0.25
9425,2011,uttarpradesh,santkabeernagar,,645132.0,0.25
9426,2012,uttarpradesh,santkabeernagar,,673552.0,0.25
9427,2013,uttarpradesh,santkabeernagar,,707469.0,0.25
9428,2014,uttarpradesh,santkabeernagar,,729686.0,0.25
9429,2015,uttarpradesh,santkabeernagar,,792049.0,0.25
9430,2016,uttarpradesh,santkabeernagar,21.0,888453.0,0.25
9431,2017,uttarpradesh,santkabeernagar,,922458.0,0.25
9432,2018,uttarpradesh,santkabeernagar,21.27,949184.0,0.25
9433,2000,jharkhand,saraikelakharsawan,,38351.464729165535,
9434,2001,jharkhand,saraikelakharsawan,,40993.76457192431,
9435,2002,jharkhand,saraikelakharsawan,,42141.58997993819,
9436,2003,jharkhand,saraikelakharsawan,,45330.473350322616,
9437,2004,jharkhand,saraikelakharsawan,296.25,90933.9477275846,
9438,2005,jharkhand,saraikelakharsawan,121.775,86858.23663560263,
9439,2006,jharkhand,saraikelakharsawan,189.66667,88313.3580473321,
9440,2007,jharkhand,saraikelakharsawan,69.580002,107985.77685043102,
9441,2008,jharkhand,saraikelakharsawan,106.33334,103644.40755018276,
9442,2009,jharkhand,saraikelakharsawan,170.60001,113915.95362850404,
9443,2010,jharkhand,saraikelakharsawan,166.66667,130487.88405254688,
9444,2011,jharkhand,saraikelakharsawan,64.610001,137383.0,
9445,2012,jharkhand,saraikelakharsawan,95.666664,149526.0,
9446,2013,jharkhand,saraikelakharsawan,104.5,150609.0,
9447,2014,jharkhand,saraikelakharsawan,,170568.0,
9448,2015,jharkhand,saraikelakharsawan,,158231.0,
9449,2016,jharkhand,saraikelakharsawan,,176363.0,
9450,2017,jharkhand,saraikelakharsawan,,191573.0,
9451,2018,jharkhand,saraikelakharsawan,,208701.0,
9452,2000,bihar,saran,,62700.9834624032,0.23
9453,2001,bihar,saran,121.0,59105.28258805895,0.23
9454,2002,bihar,saran,,66579.47914064451,0.23
9455,2003,bihar,saran,,62286.13984511616,0.23
9456,2004,bihar,saran,,123786.48249318644,0.23
9457,2005,bihar,saran,19.5,120702.7141776237,0.23
9458,2006,bihar,saran,,141592.2454273824,0.23
9459,2007,bihar,saran,58.033333,148922.3697701531,0.23
9460,2008,bihar,saran,109.0,171625.46728329768,0.23
9461,2009,bihar,saran,175.57143,179835.9122150076,0.23
9462,2010,bihar,saran,70.525002,207295.21074574775,0.23
9463,2011,bihar,saran,132.87143,228497.0,0.23
9464,2012,bihar,saran,130.158,236933.0,0.23
9465,2013,bihar,saran,76.449997,246915.0,0.23
9466,2014,bihar,saran,,255739.0,0.23
9467,2015,bihar,saran,,269200.0,0.23
9468,2016,bihar,saran,62.918785,289265.0,0.23
9469,2017,bihar,saran,,312605.0,0.23
9470,2018,bihar,saran,,345545.0,0.23
9471,2000,maharashtra,satara,136.21053,285492.42138092796,0.31
9472,2001,maharashtra,satara,91.151512,295577.6704133988,0.31
9473,2002,maharashtra,satara,101.61072,315961.0747709448,0.31
9474,2003,maharashtra,satara,,340363.9329582936,0.31
9475,2004,maharashtra,satara,44.636364,599028.1154943785,0.31
9476,2005,maharashtra,satara,123.58537,685815.41856348,0.31
9477,2006,maharashtra,satara,155.63637,780279.5182740722,0.31
9478,2007,maharashtra,satara,88.724136,871096.2491881064,0.31
9479,2008,maharashtra,satara,109.3,884779.143581586,0.31
9480,2009,maharashtra,satara,134.13513,970264.8556553777,0.31
9481,2010,maharashtra,satara,,1080814.2888602451,0.31
9482,2011,maharashtra,satara,,1126595,0.31
9483,2012,maharashtra,satara,,1189711,0.31
9484,2013,maharashtra,satara,74.96154,1267551,0.31
9485,2014,maharashtra,satara,74.0,1345341,0.31
9486,2015,maharashtra,satara,78.166664,1452513,0.31
9487,2016,maharashtra,satara,61.0,1596121,0.31
9488,2017,maharashtra,satara,67.369377,1661065,0.31
9489,2018,maharashtra,satara,70.78479,1728578,0.31
9490,2000,madhyapradesh,satna,,85663.95716156869,0.26
9491,2001,madhyapradesh,satna,80.360001,91791.97806713408,0.26
9492,2002,madhyapradesh,satna,98.346153,87005.063307394,0.26
9493,2003,madhyapradesh,satna,,96764.9793255772,0.26
9494,2004,madhyapradesh,satna,67.260872,166392.43950471698,0.26
9495,2005,madhyapradesh,satna,86.63636,174775.328567217,0.26
9496,2006,madhyapradesh,satna,,190708.6450176887,0.26
9497,2007,madhyapradesh,satna,74.372093,199720.8751061321,0.26
9498,2008,madhyapradesh,satna,75.173912,224971.1026179245,0.26
9499,2009,madhyapradesh,satna,63.757576,246297.10579599056,0.26
9500,2010,madhyapradesh,satna,49.615383,259230.23037146227,0.26
9501,2011,madhyapradesh,satna,91.709679,282371.0,0.26
9502,2012,madhyapradesh,satna,75.757576,306853.0,0.26
9503,2013,madhyapradesh,satna,101.25,322598.0,0.26
9504,2014,madhyapradesh,satna,95.155556,339247.0,0.26
9505,2015,madhyapradesh,satna,93.36364,370716.0,0.26
9506,2016,madhyapradesh,satna,63.822224,419465.0,0.26
9507,2017,madhyapradesh,satna,71.595741,441956.0,0.26
9508,2018,madhyapradesh,satna,77.332756,482361.0,0.26
9509,2000,rajasthan,sawaimadhopur,317.46155,89371.55071037647,0.21
9510,2001,rajasthan,sawaimadhopur,229.45454,99548.5797556526,0.21
9511,2002,rajasthan,sawaimadhopur,546.88892,87589.44980927635,0.21
9512,2003,rajasthan,sawaimadhopur,,115459.2164519874,0.21
9513,2004,rajasthan,sawaimadhopur,332.78946,219623.783673409,0.21
9514,2005,rajasthan,sawaimadhopur,415.1875,234376.38095379013,0.21
9515,2006,rajasthan,sawaimadhopur,383.5,261962.91892931657,0.21
9516,2007,rajasthan,sawaimadhopur,335.10001,273897.97681369574,0.21
9517,2008,rajasthan,sawaimadhopur,209.125,296931.6051077934,0.21
9518,2009,rajasthan,sawaimadhopur,214.92308,314236.5616057293,0.21
9519,2010,rajasthan,sawaimadhopur,174.07143,361436.6835150852,0.21
9520,2011,rajasthan,sawaimadhopur,414.16666,395331.0,0.21
9521,2012,rajasthan,sawaimadhopur,345.11111,409802.0,0.21
9522,2013,rajasthan,sawaimadhopur,244.71428,434292.0,0.21
9523,2014,rajasthan,sawaimadhopur,214.16667,465408.0,0.21
9524,2015,rajasthan,sawaimadhopur,275.82352,501922.0,0.21
9525,2016,rajasthan,sawaimadhopur,264.44446,529650.0,0.21
9526,2017,rajasthan,sawaimadhopur,257.8421,557618.0,0.21
9527,2018,rajasthan,sawaimadhopur,409.8125,568102.0,0.21
9528,2000,madhyapradesh,sehore,64.0,85663.95716156869,0.34
9529,2001,madhyapradesh,sehore,130.14285,91791.97806713408,0.34
9530,2002,madhyapradesh,sehore,108.0,87005.063307394,0.34
9531,2003,madhyapradesh,sehore,,96764.9793255772,0.34
9532,2004,madhyapradesh,sehore,83.928574,166392.43950471698,0.34
9533,2005,madhyapradesh,sehore,31.363636,174775.328567217,0.34
9534,2006,madhyapradesh,sehore,133.45454,190708.6450176887,0.34
9535,2007,madhyapradesh,sehore,110.81481,199720.8751061321,0.34
9536,2008,madhyapradesh,sehore,128.2,224971.1026179245,0.34
9537,2009,madhyapradesh,sehore,185.0,246297.10579599056,0.34
9538,2010,madhyapradesh,sehore,147.2,259230.23037146227,0.34
9539,2011,madhyapradesh,sehore,126.44444,282371.0,0.34
9540,2012,madhyapradesh,sehore,122.14286,306853.0,0.34
9541,2013,madhyapradesh,sehore,143.47342,322598.0,0.34
9542,2014,madhyapradesh,sehore,133.76471,339247.0,0.34
9543,2015,madhyapradesh,sehore,35.0,370716.0,0.34
9544,2016,madhyapradesh,sehore,156.29411,419465.0,0.34
9545,2017,madhyapradesh,sehore,134.10001,441956.0,0.34
9546,2018,madhyapradesh,sehore,156.88235,482361.0,0.34
9547,2000,madhyapradesh,seoni,,85663.95716156869,0.27
9548,2001,madhyapradesh,seoni,89.13636,91791.97806713408,0.27
9549,2002,madhyapradesh,seoni,81.884613,87005.063307394,0.27
9550,2003,madhyapradesh,seoni,,96764.9793255772,0.27
9551,2004,madhyapradesh,seoni,74.727272,166392.43950471698,0.27
9552,2005,madhyapradesh,seoni,77.133331,174775.328567217,0.27
9553,2006,madhyapradesh,seoni,,190708.6450176887,0.27
9554,2007,madhyapradesh,seoni,90.184212,199720.8751061321,0.27
9555,2008,madhyapradesh,seoni,60.39394,224971.1026179245,0.27
9556,2009,madhyapradesh,seoni,78.65625,246297.10579599056,0.27
9557,2010,madhyapradesh,seoni,86.80645,259230.23037146227,0.27
9558,2011,madhyapradesh,seoni,54.21212,282371.0,0.27
9559,2012,madhyapradesh,seoni,57.363636,306853.0,0.27
9560,2013,madhyapradesh,seoni,62.528206,322598.0,0.27
9561,2014,madhyapradesh,seoni,74.714287,339247.0,0.27
9562,2015,madhyapradesh,seoni,,370716.0,0.27
9563,2016,madhyapradesh,seoni,91.162788,419465.0,0.27
9564,2017,madhyapradesh,seoni,69.162788,441956.0,0.27
9565,2018,madhyapradesh,seoni,84.214989,482361.0,0.27
9566,2000,madhyapradesh,shahdol,,85663.95716156869,0.28
9567,2001,madhyapradesh,shahdol,53.266666,91791.97806713408,0.28
9568,2002,madhyapradesh,shahdol,57.333332,87005.063307394,0.28
9569,2003,madhyapradesh,shahdol,,96764.9793255772,0.28
9570,2004,madhyapradesh,shahdol,51.0,166392.43950471698,0.28
9571,2005,madhyapradesh,shahdol,60.083332,174775.328567217,0.28
9572,2006,madhyapradesh,shahdol,48.133335,190708.6450176887,0.28
9573,2007,madhyapradesh,shahdol,57.294117,199720.8751061321,0.28
9574,2008,madhyapradesh,shahdol,24.5,224971.1026179245,0.28
9575,2009,madhyapradesh,shahdol,43.733334,246297.10579599056,0.28
9576,2010,madhyapradesh,shahdol,76.307693,259230.23037146227,0.28
9577,2011,madhyapradesh,shahdol,39.413334,282371.0,0.28
9578,2012,madhyapradesh,shahdol,71.432289,306853.0,0.28
9579,2013,madhyapradesh,shahdol,75.352943,322598.0,0.28
9580,2014,madhyapradesh,shahdol,74.85714,339247.0,0.28
9581,2015,madhyapradesh,shahdol,36.36842,370716.0,0.28
9582,2016,madhyapradesh,shahdol,32.238094,419465.0,0.28
9583,2017,madhyapradesh,shahdol,58.137932,441956.0,0.28
9584,2018,madhyapradesh,shahdol,39.666668,482361.0,0.28
9585,2000,uttarpradesh,shahjahanpur,77.333336,198838.77708154044,0.21
9586,2001,uttarpradesh,shahjahanpur,,202456.06096170397,0.21
9587,2002,uttarpradesh,shahjahanpur,,209007.1844987091,0.21
9588,2003,uttarpradesh,shahjahanpur,,220011.87912005163,0.21
9589,2004,uttarpradesh,shahjahanpur,,407921.1791392405,0.21
9590,2005,uttarpradesh,shahjahanpur,,431731.25103797467,0.21
9591,2006,uttarpradesh,shahjahanpur,,466022.3453164557,0.21
9592,2007,uttarpradesh,shahjahanpur,,495890.4340253165,0.21
9593,2008,uttarpradesh,shahjahanpur,,533571.6164050633,0.21
9594,2009,uttarpradesh,shahjahanpur,,566760.9320506329,0.21
9595,2010,uttarpradesh,shahjahanpur,,612018.6082025316,0.21
